 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,
27/6/2017," ""CR department are two faced and feels like playground"" ",3,Current Employee - Customer Service, Pros Decent wage| nice canteen and gym. The training is good and the site is very nice. Nice location a lot of places near by. , Cons Can't trust anyone| feel bullied and manipulated. If you are a contractor they try to say they treat you fairly but the reality is different. ,0,
8/6/2017," ""Great Company"" ",4,Former Employee - Business Analyst, Pros A lot of community involvement! The company grows on the KAIZEN principles. Daily task are performed with lean thinking in the forefront. , Cons None really| everyone works well together which is a plus ,0,
7/6/2017," ""Administration"" ",4,Former Employee - Anonymous Employee, Pros Good Salary|continous training and certifications , Cons No good work and life balance| Top Management with low experience ,0,
2/6/2017," ""Specialist"" ",4,Current Employee - Specialist, Pros Very forgiving environment. Great for learning for new comers. Generally very patient in grooming you for the task. Benefits are good| culture is good and fair. , Cons Salary package is low for entry level. Pantry is too basic| besides some very basic vending machines nothing much else. ,0,
30/5/2017," ""Marketing Assistant"" ",4,Former Employee - Anonymous Employee, Pros Great exposure to senior management and real responsibilty , Cons Work load was a bit scarce ,0,
9/6/2017," ""ok job i guess"" ",2,Current Employee - Anonymous Employee, Pros benefits lease program is ok , Cons employees negative and management is a clique ,0,
23/5/2017," ""Capability Development"" ",5,Current Employee - Capability Development, Pros This company has world's best practice. This is a company that really cares for its people. , Cons I cannot see any cons working for this company. ,0,
4/6/2017," ""Good starting place for fresh grads"" ",3,Former Employee - Anonymous Employee, Pros Provide solid foundations especially for fresh grads - in business and thoughts process. Exposure to regional market situation. Able to observed personally on the actual market situation as Toyota strongly believe in genchi-genbutsu (going down to the actual situation to identify the root cause) , Cons Weak career opportunities development. Strict hierarchy reporting procedures. Limited opportunities to test new process/ideas. ,0,
11/5/2017," ""Great stable company"" ",4,Former Employee - Senior Financial Analyst, Pros Good pay and benefits| great work/life balance| diversified and kind coworkers| management treats you with respect , Cons Not too much movement between the departments| hard to move up since people don't leave or move around too much ,0,
23/5/2017," ""Avoid"" ",3,Former Employee - Anonymous Employee, Pros Good pay| some room to move| some great people to work with , Cons Clichy and office politics. Unless you are in a certain group| it is very hard to get treated fairly ,0,
7/5/2017," ""OUTSTANDING COMPANY TO WORK FOR"" ",5,Current Employee - Credit Analyst, Pros Great work atmosphere| great benefits| good pay| great people to work with| and a commitment to a work-life balance for their employees , Cons I've yet to find a serious negative in working for this company. This is the reason why most people stay with them for a long time ,0,
3/5/2017," ""Associate"" ",5,Former Employee - Anonymous Employee, Pros You have the opportunity to work on varied projects , Cons You must be willing to work long hours ,0,
5/5/2017," ""Good for Entry level"" ",3,Current Employee - Anonymous Employee, Pros Global and professional knowledge| friendly working environment , Cons Seniority promotion from Japan's culture ,0,
14/4/2017," ""Stores"" ",4,Former Employee - Production Team Member, Pros Good benefits| salary and training , Cons very dysfunctional atmosphere where one is vilified for taking a better position within the company ,0,
10/4/2017," ""former employee very large company"" ",5,Former Employee - Customer Service Representative, Pros always having parties. very understanding work well with management. , Cons very strict on attendance you have to make sure can you be at work on daily basis. ,0,
2/4/2017," ""Decent work environment"" ",5,Former Employee - Anonymous Employee, Pros - Helpful peers- Standardized processes , Cons - top-down approach- lack of room for creativity ,0,
28/3/2017," ""Great Company"" ",5,Current Employee - Anonymous Employee, Pros Flexible Work Life| opportunity for growth| , Cons They moved out of state to Texas ,0,
27/3/2017," ""Production Improvement"" ",4,Current Employee - Anonymous Employee, Pros Pay| climate controlled| work smarter not harder , Cons Rotating shift| distance from home ,0,
6/4/2017," ""Customer Service Representative"" ",3,Former Employee - Anonymous Employee, Pros The compensation is decent as well as the pto , Cons Certain trainers are better than others. Don't have any type of emergency during your first 60 days because they won't care at all. ,0,
10/3/2017," ""Great company"" ",4,Former Employee - Manager, Pros Great thinking. Consistent management practices. Always developing people and promoting based on merit. Culture of mentoring and coaching. Values based organisation , Cons Pay for management roles below market. Stability of employment led to some dead wood being in organisation. Japanese ownership meant Australian managers didn't make quick decisions ,0,
9/3/2017," ""Good"" ",4,Former Employee - Anonymous Employee, Pros Good work environment I enjoyed the work atmosphere , Cons None I really enjoyed working there. ,0,
11/4/2017," ""Low salary"" ",1,Current Employee - Anonymous Employee, Pros Too less compare with other OEM's , Cons Nothing to say about Toyota ,0,
6/3/2017," ""TMP"" ",4,Current Employee - Systems Analyst/Computer Programmer, Pros TMP have Good people; TMP have good culture; TMP have good benefits; TMP offer trainings; TMP have a lot of company activities , Cons work overloading; In our Department (IT Dept.) we dont have good leaders. In our Department (IT Dept.) we dont have good leaders. ,0,
10/3/2017," ""Toyota Review"" ",2,Former Employee - Anonymous Employee, Pros Professional colleaguesthey keep innovating their processes , Cons Low salary for trainees and probationary employeesNo Benefits for trainees and probationary employeesLow commissionPoor incomeThey deduct tax from commission but don't issue ITR ,0,
8/3/2017," ""Manager"" ",3,Former Employee - Anonymous Employee, Pros Great people in a fantastic working environment. Everyone there is aiming towards a common goal| which is refteshing. , Cons Elitist Culture coupled with a total lack of clear senior management direction. Many times| decisions directly affecting employees are made without any recognition of the negative lifestyle impacts. ,0,
17/2/2017," ""Staff Accountant/Tax Analyst"" ",5,Current Employee - Tax Staff Accountant, Pros It is one of the best corporation environment to work| It always on top to provide training courses to employees through Toyota University. , Cons It is hard to find a cons for this type of company ,0,
10/2/2017," ""Review of my experience at Toyota"" ",4,Former Employee - Senior Manager, Pros * Excellent on-the-job mentoring & development| from various management levels| within the organisation.* Great opportunities to showcase/present your kaizen ideas to upper management.* Constructive feedback given| with an emphasis on teamwork| respect for people & continuous improvement.* Semi-Flexible work hours for certain levels within the company. , Cons * Career succession requires further clarity and consideration.* Job rotation within the company also slightly stagnant at times. ,0,
24/2/2017," ""Decent Experience"" ",3,Former Employee - Anonymous Employee, Pros - everyone is friendly. and helpful , Cons - work is not fulfilling- doesn't feel like you are helping anybody ,0,
19/2/2017," ""Customer Service Rep"" ",3,Current Employee - Call Center Representative, Pros Great Benefits| fellow co-workers| hours. , Cons No clear cut instructions| you are given 6 weeks of horrible training| and then thrown to the wolves. ,0,
31/1/2017," ""Toyota Motor North America (TMNA)"" ",4,Current Employee - Senior Quality Engineer, Pros Great company| great benefits. , Cons The only issue with current employer is that they are moving to Texas and this would make me move away from my family. ,0,
28/1/2017," ""Toyota Motor Corporation-Auto Sales"" ",5,Former Employee - Anonymous Employee," Pros This company wants you to thrive| grow and build. Its ""Kaizen"" (continuous improvement) mindset separates them from the completion. ", Cons Auto business requires your life!!! ,0,
5/3/2017," ""Report Crazy"" ",1,Former Employee - Anonymous Employee, Pros nothing to say. All negative ," Cons Stupid regime reporting structure. Everyone just care for their own ""turf"" ",0,
24/1/2017," ""Very Helpful"" ",5,Current Employee - Anonymous Employee, Pros It was very user friendly , Cons I have know complaints at this time. ,0,
30/1/2017," ""Team Leader in Body Weld"" ",3,Former Employee - Team Lead, Pros Good pay| benefits| raises| with bonuses semi annually , Cons No life balance between work/life. High expectations| high stress| difficult time getting the bad workers disciplined| little to not support from management to help with staffing issues. They cater to the minorities. ,-1,
29/1/2017," ""Fired om Approved FMLA"" ",2,Former Employee - Collections, Pros They have a lease employee program. Insurance is free for its employee. , Cons Very conservative company. Strict building rules. No eating at your desk| timed breaks and lunches. There was constant micromanagement. You were treated like a child| like you couldn't speak yourself. Your supervisor will not go to bat for you. Its like everyone is a robot. Your opinion doesn't matter. ,0,
14/1/2017," ""Department Administrator"" ",4,Former Employee - Anonymous Employee, Pros Company offers great benefits package. They take care of their employees like family. , Cons There's nothing bad to say. ,0,
7/1/2017," ""Internal Audit"" ",4,Current Employee - Anonymous Employee, Pros StableGood bonusGood for employees who wish to start a familyEnglish speaking , Cons Upper management runs by most JapaneseMany layers of approval ,0,
3/1/2017," ""Financial Services"" ",2,Former Employee - Customer Service Representative, Pros Co workers are amazing. Pay is great. , Cons Team Leads don't care about their team. Family/work balance. It's all about the job and who cares what is going on in your family. Don't really promote from within. ,0,
11/12/2016," ""T/M"" ",4,Current Employee - Anonymous Employee, Pros Good pay| good benefits. , Cons Lots of hours are expected regardless of family| obligations etc. ,-1,
12/12/2016," ""Business Development Executive"" ",4,Former Employee - Business Development Executive, Pros Good work environmentFair wagesGreat platform to develop skills , Cons Sometimes long working hoursWorking on weekends ,0,
6/12/2016," ""Customer Relation Intern"" ",5,Current Employee - Customer Relationship Manager, Pros Fun| fun| fun| fun| fun , Cons Moving jobs to Plano| Texas ,0,
7/12/2016," ""Respectful company"" ",4,Current Employee - Anonymous Employee, Pros Continuous improvement| respect people| mature structure and company operations , Cons May limit way of doing things due to the long historical culture| but generally pretty good ,0,
10/1/2017," ""Life at Toyota"" ",1,Former Employee - Anonymous Employee, Pros Outside Brazil I really recommend| the philosophy is the best simple but complex. , Cons In Brazil there is a clear distinction between treatment for Brazilian and japoneses. ,0,
2/12/2016," ""Customer Service"" ",4,Current Employee - Customer Service Representative, Pros Friendly people and nice incentives , Cons high demands for the position that I hold ,0,
30/11/2016," ""Good place to learn"" ",4,Current Employee - Data Migration Analyst, Pros if you fresh graduate| this is good place to learn. Salary was nice for you , Cons No work and life balance| no career path for diploma degree ,0,
13/12/2016," ""jobs"" ",3,Former Employee - Detailer, Pros great people and it a fun places to work and good people to work with. , Cons didnt like the boss much ,0,
22/11/2016," ""Desktop Tech"" ",4,Former Employee - IT Desktop and Telecom Analyst, Pros TFS was a great place to work , Cons IT department is outsourced offshore ,0,
21/11/2016," ""Placement"" ",5,Former Employee - Anonymous Employee, Pros Good friendly atmosphere| nice place to work| nice location and office with gym onsite and free carpark , Cons quite an expensive place to live and can be quite boring due to being in a quiet village. Not much nightlife ,0,
17/11/2016," ""PR specialist"" ",5,Former Employee - Anonymous Employee, Pros Very good place to work , Cons I do not have any negative comments about this company ,0,
30/11/2016," ""Toyota Argentina"" ",3,Current Employee - IT Senior Manager, Pros Huge CompanyGreat $ benefitsChallenginf Projects , Cons No work / life balanceNo people care policy ,0,
23/11/2016," ""Lead Tech"" ",2,Current Employee - Anonymous Employee, Pros Just normal. Some work/life balance. , Cons Smallish company with big ambitions but no money. A lot of lip services. Terrible managers. Disjointed inter IT departments. ,0,
18/11/2016," ""TFSUK"" ",3,Former Employee - Anonymous Employee, Pros Good staff benefits.Christmas and summer partiesCanteen on siteCar benefits , Cons Pay isn't amazing. It's ok. Work can sometimes be demanding.It's always mentioned on staff briefings that pay compared to TGB is not equal but gets fobbed off. ,0,
4/11/2016," ""Great Company"" ",4,Current Employee - Anonymous Employee, Pros Great International exposure| vibrant and dynamic corporate culture that seeks for continuous improvement both on a personal level and professionally.Challenging environment but huge opportunities for growth. , Cons No work/life balance as high levels of pressure. ,0,
16/11/2016," ""Don't buy the hype"" ",2,Former Employee - Customer Service Representative, Pros InsuranceLease programI liked the perks more than the job. It wasn't a hard job to do but it was definitely not work being there 40 hours per week with strangers because you don't get to talk to your team mates ," Cons Hours/ScheduleManagementPayI was told I would be a in set schedule for 6 months after only 2 months I was forced to shift bid with the rest of the call floor because I didn't have at least 6 months of stats I was at the bottom of the selection process. My team lead was shady and secretly didn't like me (I could tell) my coaching meetings were constantly cancelled and I was left to listen to my own calls and coach myself. Also I was told if I want to ""make"" it would have to rub elbows with power players aka managers/TL/ and people in the top 10%. I quit and was offered a salaried position with much better benefits at a different company ",0,
31/10/2016," ""Good environment"" ",4,Former Employee - Sales Planner, Pros very nice colleagues| quite hard work| basic salary - not high but not too low. HR work so well in making new members feel welcome and enthusiastic , Cons quite boring and stable environment. take too many step to promote ,0,
11/11/2016," ""positive environment"" ",3,Current Employee - Anonymous Employee, Pros co-workers and managers are friendly and supportive , Cons not much room for advancement ,0,
27/10/2016," ""Excellent learning opportunity"" ",5,Former Employee - Anonymous Employee, Pros - Strong Training on TPS and Safety- Very accessible to Managers- Value its employees- Continous improvement culture of all employees- Very rewarding- Very nice people to work with , Cons - Weak HR associates (needs more training and improvements)- Not clear career growth opportunities- Big gap on salaries between employees of same level ,0,
19/10/2016," ""Very good company to work for"" ",4,Current Employee - Strategic Planning, Manager, Pros good benefits| learning and excelent possibilities to grow , Cons burocrathic and slow on decision making ,-1
12/10/2016," ""Mechanical engineering"" ",4,Former Employee - Anonymous Employee, Pros good staff| group work spirit| Teamwork|Guidance & good work culture , Cons Time management| sponsorship|No Extension for job ,0,
11/10/2016," ""Lease End Services"" ",5,Current Employee - Anonymous Employee, Pros Great Company to work for . Call center and off phone based Jobs. , Cons Under contract. Benefits extremely high. No paid time off or holiday pay. ,0,
12/11/2016," ""Don't work here!"" ",1,Current Employee - Anonymous Employee, Pros Holidays once you get full time... takes 3 or so yearsPay once you get full rate which takes a long time , Cons Pay until you get to full rateYou are just a numberNegative environmentAfternoon shift is unbearable 5:45pm-4:15amNo time for familyExtremely hard on your body and mental stability ,0,
2/10/2016," ""Toyota Port Melbourne"" ",4,Current Employee - Anonymous Employee, Pros Exceptionally positive Culture is built around workforce/workers. Excellent internal training towards Toyota Way. , Cons With significant tenure (15+ years is common)| newcomer views around current 'Best Practice' can be difficult to get over line. ,0,
15/10/2016," ""Supervisor"" ",2,Former Employee - Anonymous Employee, Pros Their benefits and work-life balance are great. ," Cons Who you know| not what you know. Very ""clicky"" ",0,
28/9/2016," ""Summer student - on the line"" ",4,Former Employee - Summer Student, Pros pay is great| people are fun to work with too for the most part. you will definitely make money due to the con i mentioned below (social life gone) , Cons shift work takes a toll on your body and dont really have a social life for the summer ,0,
21/9/2016," ""Good Job | Long Hours"" ",4,Former Employee - Anonymous Employee, Pros Great benefits| great pay | and great training , Cons We worked swing shift | management can be tough and bias ,0,
4/10/2016," ""HR"" ",3,Current Employee - Anonymous Employee, Pros Processes| Lean Management| Problem Solving skills| internal opportunities| Toyota Global Training. , Cons Salary| slow decision making| very risk adverse| Toyota way or no way. ,0,
10/9/2016," ""Great to learn from the best"" ",4,Former Employee - Anonymous Employee, Pros TMC has just become one of the greatest automobile manufacturer and it's because of it's foundation on kaizen culture. , Cons Low salaries and benefitsSlow professional growth ,0,
24/8/2016," ""Team member"" ",5,Former Employee - Anonymous Employee, Pros high pay| paid time vacation. , Cons long hours| never know how many hours you will work. ,0,
14/8/2016," ""Technical Lead"" ",4,Current Employee - Technical Lead, Pros Good Company to work. Lot of new stuffs to learn. Great people. there are some challenges to phase some days| not always. , Cons Some times will feel line not getting recognised ,0,
12/8/2016," ""Marketing Manager"" ",5,Current Employee - Anonymous Employee, Pros Great culture| exciting new projects and innitiatives , Cons red tape| speed to market ,0,
17/9/2016," ""Bad management"" ",1,Former Employee - Anonymous Employee, Pros They pay on time and maintain nice premises , Cons Short eye management and no any real opportunities to develop a career ,0,
8/8/2016," ""Good Company/IT Fickle"" ",4,Former Employee - Anonymous Employee, Pros TFS is a good company to work for| pay is fair (not the highest) benefits are great. Entire compensation package is one of the best. , Cons Never happy with IT| the CIO changes about every 2-3 years. Can't focus on a direction of delivery| in-house or out source. ,0,
7/8/2016," ""Sales officer"" ",4,Former Employee - Anonymous Employee, Pros Quite good benefits for employees , Cons Not many opportunities to develop through work ,0,
18/8/2016," ""Sales Planning Officer"" ",3,Current Employee - Sales Planning Officer, Pros - Good working environment- Strong brand name- Friendly staffs and managers- Good chances to improve own skills- Working with Dealers system of Toyota- Improving knowledge and experience about finance and sales , Cons - Not much challenges in job- Not a flexible working environment.- Complicated procedure in working process.- Less training course.- Less opportunities to promote career. ,0,
26/8/2016," ""Work here is you want your car to be vandalized!"" ",1,Former Employee - Anonymous Employee, Pros There might be some pros here| but we'll see. , Cons My vehicle's rims and tires were stolen during broad daylight on a Wednesday!! A few weeks before| another vehicle's rims and tires were stolen! Toyota did NOTHING to help me out.The security team is completely useless!! They have no camera's on the lot and judging by the security team's demeanor after talking to them| it was clear to me that this was an INSIDER JOB! Everyday| I would be afraid to park my vehicle in the lot. This whole incident has costs me thousands of dollars and 5 weeks without a vehicle. It's sad to see an 80 BILLION dollar company throw their employees under the bus and not care for their safety or personal property. Where are your culture and values? ,-1,
20/7/2016," ""Sr Business Systems Analyst"" ",4,Current Employee - Senior Business Systems Analyst, Pros Every voice is heard. Tend to promote from within. Value innovation. , Cons Bullies who have been there a long time may be encountered since they tend to promote from within. Company is moving to Texas so relocation is required. ,0,
16/7/2016," ""Customer Service/Collections"" ",5,Former Employee - Customer Service Representative, Pros By far and away| the best benefits package in the area. Ability to move around in different areas within the company. , Cons If a person is lucky enough to work for Toyota Financial| you will be hard pressed to find any cons. ,0,
11/7/2016," ""Business Manager / Authorised Representative"" ",5,Current Employee - Business Manager, Pros great training and and company culture. , Cons nothing in particular i can say ,0,
30/6/2016," ""AAA"" ",5,Current Employee - Anonymous Employee, Pros Great place to work in , Cons No real problems in the company at the moment ,0,
27/6/2016," ""best place to work"" ",4,Current Employee - Anonymous Employee, Pros friendly atmosphere| people are nice , Cons too political| no proper organization structure ,0,
25/6/2016," ""Contract Analyst"" ",5,Current Employee - Analyst/Dealer Funding, Pros Opportunity| Integrity| Customer Experience| Culture| Diversity , Cons Nothing negative to say greathat company to work for. ,0,
29/6/2016," ""Title Processor"" ",3,Former Employee - Administrative Engineering Assistant, Pros Ideals of the Company are great| those that follow the ideals are awesome coworkers. Lots of lunches and team pot lucks. , Cons Very hard to climb the ranks unless you play the corporate game| not much room for individuality| one the Toyota vail is removed you either play by the inside rules or become a outsider. ,-1,
11/6/2016," ""Great company to work for"" ",5,Current Employee - Commercial Risk Analytics and Reporting Manager, Pros Fantastic and stable company with a tremendous growth potential , Cons moving to Texas next year ,0,
10/6/2016," ""Great Place to work"" ",4,Current Employee - Anonymous Employee, Pros Focus on developmentpeople developmentwork ethics , Cons low pay in the industry ,0,
10/6/2016," ""Operations Manager"" ",4,Current Employee - Operations Manager, Pros TFS is a very fair company. 401K , Cons Salary. Necessary to move for promotion. ,0,
5/6/2016," ""Okay company if you have a lot of patience."" ",4,Former Employee - Anonymous Employee, Pros Stable company. Number one in the Philippines. Many opportunities to interact with other Toyota affiliates. , Cons To much side works. Core responsibilities are not the main thing being done and improved. Training is not priority. ,0,
2/6/2016," ""Working in Japan"" ",4,Current Employee - Anonymous Employee, Pros Less of the bureaucratic BS or politically correct nonesense that you find in US companies (although there is still some) ," Cons Long working hours (40 hours overtime/month is pretty much expected)Low compensation (great in Japan| not so hot when compared to other countries)Company uber-alles all mentality""Because thats the rule"" strict adherence to broken rules. No flexibility ",0,
1/7/2016," ""Not a position for me!!!"" ",1,Former Employee - Contract Analyst, Pros Good benefits | Really there's not more pros to speak us. oh wait we do get free food when we meet our goals. , Cons If you enjoy your work to be micro-managed| than this employer is for you! If you enjoy your supv. Looking over your shoulder every 5 min| than this employer is for you! The goals they set are so high| it will stress you out. ,-3,
10/6/2016," ""TFS Experience"" ",3,Former Employee - Customer Service Representative, Pros Flex time| option to lease a brand new vehicle| health insurance| readily available overtime , Cons Constant changes| they overwork their employees| high turnover rate| lack of knowledge by management. ,0,
8/6/2016," ""Customer Service Representative"" ",2,Former Employee - Anonymous Employee, Pros Will I got a bi weekly paycheck. The other customer service reps were nice and very helpful. , Cons Management had issues. Just a lot of small minded people with titles that went to their heads ,-1,
23/5/2016," ""Toyota is my employer of choice."" ",5,Current Employee - Anonymous Employee, Pros The best reasons to work here are the people and the Toyota culture. People truly care about our customers and the business units that we support. Our executives are very involved in shaping our future. There are plenty of opportunities to continue to learn and grow if you own your own development and use the available tools provided. , Cons We operate on legacy technology which often means that project implementation is often longer and more expensive. ,0,
23/5/2016," ""Great Company"" ",4,Current Employee - Anonymous Employee, Pros Great culture| good people| successful company , Cons It seems to take a long time to get promoted ,0,
26/6/2016," ""Business Systems Analyst"" ",1,Former Employee - Anonymous Employee, Pros High hourly salary for consultants , Cons You are treated like trash ,0,
2/6/2016," ""Pros & Cons"" ",3,Former Employee - Customer Service Advance, Pros Pros..great benefits - car lease w/low payment and all maintenance and insurance included - they even register the vehicle , Cons Commercial Finance was sold and became a subsidiary of Toyota and moved to Texas ,0,
17/5/2016," ""Product"" ",5,Current Employee - Product Development Manager, Pros Great place to work| respect| integrity| professionalism. , Cons Unfortunate that the company is moving to Texas. ,0,
28/4/2016," ""National Manager (Director)| HR"" ",5,Current Employee - Director (National Manager), Pros Exceptional respect for people and continuous improvement culture; Employee's genuinely care for each other and strive to deliver outstanding results; The organization is a leader in green technology and incorporates strategies to sustain the future of our planet. Even when faced with a slow economy| a tsunami which reduced supply chain and overall production and a recall which included a government investigation over false claims| the organization did not lay off any employees. Instead| the organization took a long-term view of the business and retained employee's. This approach ensured their well-trained talent was well positioned to exceed customer expectations as the overall economy improved. , Cons The organization is the process of moving it's headquarters to Plano| Texas and transforming operations. If you enjoy continuous change while helping set the future direction of the organization| it's a great time to work for TFS! If you have anxiety when being asked to operate in the gray| I would recommend seeking employment elsewhere! ,-2,
16/5/2016," ""Great company with incredibly talented low level employees| but poor people managers within many departments."" ",2,Former Employee - Sales Department, Pros Great quality products and great working teams at lower levels. Some amazing and very talented but unacknowledged employees. Great stepping stone towards other careers and opportunities. , Cons Crippling bureaucracy and very slow decision making processes. Disengaged and frustrated staff due to poor assignment of inappropriate and inefficient managers. To much 'dead wood' disguised as managers| more concerned with looking busy than creating quality work. Very frustrating environment in certain areas. ,0,
25/4/2016," ""Title Clerk"" ",4,Former Employee - Title Clerk, Pros Love that you can listen to music all dayEveryone helps each other outManagement loves having potlucks and get-togethers for no reason , Cons As much as they say they don't care about how many titles you process| they doNo concern for family or if your sickIf you are sick| you better have vacation or sick time| cause they will let you go if you call out ,-2,
24/4/2016," ""Business System Analyst"" ",5,Current Employee - Business Analyst, Pros Learning-Technology is cutting edge- pay is great- culture is good- loads of different types foo projects- Management is has open door policy. , Cons Moving to texas very soon ,0,
9/5/2016," ""Use To Be Great"" ",2,Current Employee - Mid Stage Collections, Pros Job is easy at least mid stage collections. Talk to maybe 10 customers a day so a lot of down time chatting with your neighbors while skip tracing. You get to choose whether you want a 30| 45 or an hour long lunch. Vehicle leasing program. Work/life balance. , Cons I'm just disgusted how filthy the place is. It's so dusty that I now take an allegra everyday. I was also inherited the crustiest keyboard and dustiest cubicle out of training I almost quit right then and there feeling so disrespected. Toyota is #9 in global 500. It sure doesn't look like it in the building. Plus bonuses are awful. You get it once a year| not monthly like every other collections job. It makes working hard much harder when a little mistake can ruin your bonus that's 11 months away. Theres too many stats and metrics. If you're doing great in one metric it will counter another metric and you will get yelled at for not doing well on that metric. Company match is 4% and that's it. For a company as big as Toyota I expected more. Most companies that big match 5-6% and have a pension. They make it up with their vehicle leasing program but it's still more expensive than owning outright and you better like driving toyotas. In training you are learned how to do the job customer service focused but once you get on the floor that switch flips and you are expected to collect and basically be a stereotypical collector. I see a lot of new hires struggle with this because they don't set the right expectations in training. Career growth is difficult. If you want to move up you are going to have to do a lot of lateral moves to other departments making the same pay. ,-1,
21/4/2016," ""Great environment"" ",4,Current Employee - Anonymous Employee, Pros People genuinely about each other| great communication| philanthropy is actually a corporate metric| welcoming environment| management is committed to updating technology/processes| flexible work schedule. , Cons There are the natural pains associated with the relocation. Unique to Toyota is the culture shock that exists because of the company's dedication to promoting from within - having outsiders come in large numbers means challenging the status quo. Management is happy about that| not all team members are. Technology and resulting processes are shockingly outdated. ,0,
26/5/2016," ""Admin"" ",1,Former Employee - Anonymous Employee, Pros Pay was decent and on time , Cons horrible management| always blaming their mistakes on you ,0,
19/4/2016," ""Toyota AWESOME"" ",5,Current Employee - Office Coordinator, Pros Toyota's respect for people is so refreshing. Employees are valued and treated with value. Flexible work hour. Work Life Balance is respected. , Cons I have no cons. ,0,
3/5/2016," ""Sr. ServiceNow developer"" ",3,Former Employee - Anonymous Employee, Pros Big financial client with lot of processes and continuous improvements. It is moving to Texas from LA and someone who is looking to save big time will be a good opportunity.9/80 option where you can work for 80 hours in 9 days and take a day off is something most FTE's make use of. , Cons Since it is a Japan company| you cannot expect less work. Tough dealing with management. ,0,
4/4/2016," ""Financial Analyst"" ",4,Current Employee - Anonymous Employee, Pros Great work environment and benefits! , Cons wish it was performance based pay ,-2,
22/4/2016," ""Contract Analyst"" ",2,Former Employee - Anonymous Employee, Pros Good benefits. Enjoyed what I did. , Cons Terrible Management. Too much into your personal life. ,0,
20/4/2016," ""Customer Loyalty"" ",3,Current Employee - Loyalty Representative, Pros Great Hours| Pay is decent for a call center| Great leasing benefits. , Cons Hard to move up in the company. Very strict policies to adhere to. ,0,
12/5/2016," ""Don't recommend...poor small company with a lot of Politics and toxic people"" ",1,Current Employee - Anonymous Employee, Pros hard to find any...maybe just a brand , Cons Toxic environmentBelow average salary and benefits| rude employees| suppress creativity ,0,
