 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,
21/2/2017," ""Money seems good until you work out your hours"" ",3,Current Employee - Car Salesman, Pros Money when you do well| can be funny at times| get for networking I now pretty much know someone in a trade for anything , Cons Very long hours| management seem to change commissions every so often when they like. This job is commissioned based| so your reliant on the quality of customers that walks in. People like to test drive with no possibility of actually buying. ,0,
5/2/2017," ""Honda"" ",4,Current Employee - Service, Pros Some of the best people work there and I have had a lot of positive feedback on my work as well as the dealer as a whole , Cons Some customers think they know the brand and expect more than what they should at times ,0,
16/2/2017," ""District Manager"" ",2,Former Employee - Anonymous Employee, Pros Company Car| Opportunity to travel and move around the country , Cons Micro-management| No leadership| No stability ,-2,
18/2/2017," ""Engineer"" ",3,Former Employee - Engineer, Pros Good benefits| paid overtime| lots of holidays , Cons Pay is low for auto industry ,0,
31/1/2017," ""engineer"" ",4,Current Employee - Anonymous Employee, Pros lot to learn| exciting| diverse , Cons can get monotonous ,0,
12/2/2017," ""What's next?"" ",3,Former Employee - Honda Associate, Pros Great peopleStructured approach to managing programs and peopleGreat opportunity if you're in the right crowdStructured appraisal and development scheme , Cons Can be difficult if personal relationships aren't goodFuture seems foggy for U.K. ManufacturerPay un competitiveWeak links not reprimanded lowering morale ,0,
27/1/2017," ""Good Company"" ",4,Current Employee - IT Project Manager, Pros It is a great company to work. , Cons The company is very burocratic. ,0,
6/2/2017," ""Internship"" ",3,Former Employee - Engineering Co-Op, Pros Friendly environment and perfect cafeteria| so many assembly lines and its easy to move to Ohio for site visiting other plants , Cons No space for improvement and managers are very stressful and it seems they carry alot of pressure ,0,
20/2/2017," ""Terrible"" ",1,Former Employee - Cost Accountant, Pros Driven company & results oriented. In the end| you will have success| but it depends on how miserable you want to be in the process. ," Cons Toxic work environment. So results oriented that they abuse workers mentally and take away any ""freedoms"" that they say you have. People aren't an asset to Honda executives. ",-2,
12/1/2017," ""Director"" ",3,Former Employee - Anonymous Employee, Pros to join hands with others , Cons never had one all my time ,0,
5/1/2017," ""Finance Assistant"" ",3,Former Employee - Anonymous Employee, Pros good benefits| flexible schedule |easy , Cons boring| slow| not enough work ,0,
4/1/2017," ""Sales"" ",3,Former Employee - Anonymous Employee, Pros People| cars| food| social| education , Cons Low pay| people| cars| stress| anxiety ,0,
2/1/2017," ""Business Development Manager"" ",2,Former Employee - Anonymous Employee, Pros Good pay and thats it , Cons Dog eat dog environment; very clique| total lack of training| egotistical upper management| pointing fingers is a favourite cop out method to and answer to failure of strategic plans ,0,
1/1/2017," ""Operator"" ",3,Former Employee - Anonymous Employee, Pros Competitive work environment and challenging , Cons Work too hard for pay ,0,
25/12/2016," ""Okay.."" ",3,Current Employee - Anonymous Employee, Pros Can be fun. Your success is up to you. , Cons LOTS of micromanaging. Long hours ,0,
9/12/2016," ""Learning"" ",4,Current Employee - Anonymous Employee, Pros Continuous training in several areas| sharing knowledge among coworkers| opportunity to be part of big projects even if you are a person working in a production line. , Cons Long periods of time to get a promotion (ascent)Early work scheduleThe lack of interest in professional preparation for employees (university careers) ,0,
5/12/2016," ""Good place to work for"" ",5,Current Employee - Procurement Specialist, Pros Career Development | process improvement| taking your own initiative , Cons Very flat organisation structure| day to day activities can end up being boring ,0,
15/12/2016," ""opinion"" ",3,Former Employee - Anonymous Employee, Pros great pay| easy to learn different positions| off on holidays. open door policy for any questions or concerns. , Cons very strenuous assignments| long hours with short breaks| no rotation. the hours are long the work can be overloading. ,0,
27/11/2016," ""Product Planner"" ",4,Current Employee - Anonymous Employee, Pros Great benefitsWork - Life BalanceStable in everything , Cons Challenging? Absolutely not.Lower salary| far from the city center ,0,
9/12/2016," ""Marketing Executive"" ",2,Current Employee - Anonymous Employee, Pros Established global brand. Top brand for motorcycles. , Cons Inexperienced and unprofessional management lacking in interpersonal skills. ,0,
7/12/2016," ""Supportive Organisation"" ",3,Former Employee - Anonymous Employee, Pros The people at Honda make it a great place to work. Everyone is accommodating and the brand values are widely shared.- Relaxed yet corporate environment , Cons Salary can be quite lowProgression opportunities are there but limited with company experiencing financial difficulties in Europe ,0,
1/12/2016," ""Nothing special"" ",3,Current Employee - Anonymous Employee, Pros Ability to work at your own pace. Pretty much impossible to get fired. , Cons Working with various dealerships gets old quickly. The stereotypes about car people are very true. Good ol' boys club ,0,
16/11/2016," ""Honda alright to work for"" ",4,Former Employee - Anonymous Employee, Pros Very organized place| friendly management company cares about employees benefits , Cons Long hours could be hard too much in fighting ,0,
6/12/2016," ""terrible"" ",1,Former Employee - Anonymous Employee, Pros alot of volume in the buisness , Cons money goes from front end to back end when needed to rob salesman ,-3,
6/12/2016," ""The trues would shatter all"" ",1,Former Employee - Marketing Manager, Pros Compare to all the negative people despised actions Honda has planend and done in the last years there is nothing positiv in this company. , Cons Why you destroy customers trust.Why you stop dealers and employees motivationWhy you decrease product qualityStop R.H. management methods which are against customers dealers and employees ,0,
2/12/2016," ""The Mobbing Company"" ",1,Former Employee - Sales Manager, Pros I cannot find anything sorry. , Cons I am sure it is here not allowed to tell all the negative trues inside Honda.I really shame to work for this Mobbing company.And it is a shame in front of customers dealers and employees what we have done with them.Sorry............... ,0,
24/10/2016," ""International Operations Analyst"" ",5,Former Employee - International Operations Analyst, Pros Honda is a very good company to work with because of its possibilities and different experiences that can be tasted everyday. The Japanese culture is very precise and they have a lot of things to teach for your professional life. , Cons Although Japanese culture is very interesting and helpful| sometimes the excess of caution makes a simple job bedome a saga| so then such kind of method usually makes the processes lose its suitable timings. ,0,
22/10/2016," ""Great skills to learn"" ",5,Current Employee - Product Specialist, Pros If you are a person that loves talking to others and making them feel comfortable then you are in the right spot. Working for Honda is wonderful. They make a great product and you learn that people are looking to purchase your vehicles| because of their reliability. , Cons The working hours are long and you have to often worry that deals will fall through. Pay depends on work| but also on luck. ,0,
21/10/2016," ""Good for contractors but not for FTE. If you are US citizen | GC look for better option."" ",2,Former Employee - Anonymous Employee, Pros good to work if..- you are a contractor. lot of flexibility for contractors including flexible time schedule | good hourly pay for contractors | Over time pay| etc..- offers good benefits including signing bonus and relocation package for full time employee.- Honda car discount | pension plan . , Cons If you are Full time- no flexible schedule|--Honda take care of their contractor employees then full time.-- don't expect much or anything from HR. they wont stand by you with work issue. specially full time employee to contractor. As i said they take care more contractors.- very old style work environment.- pay way less then current market to Full time Employee.-- too much restriction for full time employee. If you are allow to work in US for any employer| must have consider and think 1000 time to take full time position.-- read terms and conditions carefully if you are taking relocation package from them.- As FTE whatever you have learned in orientation and if you try to apply won't work in real work place since lots of contractors and they don't care for any policy. ,0,
19/10/2016," ""Assistant Manager Sales Administration"" ",3,Current Employee - Sales Administration Assistant Manager, Pros - Opportunity to explore employee potential.- The work enviroment is standard.- Employees comes from different cultural back grounds therefore offering the opportunity for diversity all round. , Cons - There is insufficient opportunity for the employee growth.- Conflict of international business and employment laws.- Misunderstanding due poor or lack of knowledge of a common language. ,0,
19/10/2016," ""Good company| underpaid talent"" ",3,Former Employee - Anonymous Employee, Pros The company is run efficiently| has well intentioned people| has a moderate level of bureaucracy for its size| and provides significant structure for employees. , Cons Talent is often underpaid. The company will relocate people who are not beneficial| moving dead weight to another group| rather than firing someone who doesn't perform. This can be seen as a good or bad trait. ,0,
2/10/2016," ""2 Term Co-op"" ",4,Former Employee - Anonymous Employee, Pros - learned a lot- As mechanical as you can get , Cons - embrace change more openly- EDP needs work ,0,
28/9/2016," ""Good place to work"" ",4,Current Employee - Production Associate, Pros Great pay| benefits| shut down breaks| lots of opportunity. , Cons Long hours| standing| some confusion among associates| some bad apples in employees ,0,
12/10/2016," ""a"" ",3,Current Employee - Anonymous Employee, Pros good pay| limited overtime| good hours , Cons bad management. no respect for the individual. limited overtime. ,0,
10/10/2016," ""Ga"" ",3,Current Employee - General Associate, Pros Weekends off and high wages , Cons Monotonous very physical work to the point of injurys through repetitive strain they don't have a workplace physio always booked up for nothing. ,0,
6/10/2016," ""Good pay"" ",2,Current Employee - Anonymous Employee, Pros Good pay| that's about it , Cons very boring and no training ,0,
21/9/2016," ""Assembly Employee"" ",4,Former Employee - Anonymous Employee, Pros Fair Pay| great overtime| its a great college job , Cons Manual Labor| and you will be very sore ,0,
14/9/2016," ""Buyer"" ",4,Former Employee - Buyer, Pros Paid on salary & compensated for OT. Do not have to worry about what you will wear due to the uniform policy. Office is surprisingly relaxed compared to the culture that seems to be portrayed by other people. , Cons Long distance to plant regardless of where you live. The performance reviews are extremely strict. Turnover rate at the company seems to be on the rise. ,-2,
14/9/2016," ""Maintenance"" ",4,Current Employee - Anonymous Employee, Pros Good atmosphere and pay when full time , Cons Behind the big three in pay and pension ,0,
13/9/2016," ""Express technician"" ",4,Current Employee - Anonymous Employee, Pros Great environment to work in | many opportunities to learn| plenty of work good hours and very flexible , Cons Not enough bays for express technicians | occasionally poor scheduling poor commission system ,0,
13/9/2016," ""Honda India Review"" ",4,Former Employee - Anonymous Employee, Pros Very flexible atmosphere. I worked in the assembly engine department where I learned about a lot of processes and understood how the entire system works as a whole , Cons Not too much to do as an intern. What i mean by this is that a lot of Research and development is done outside or outsourced therefore if you are interested in process management and improvement it will be a good fit ,0,
12/9/2016," ""Good Company to work for"" ",4,Current Employee - Design Engineer, Pros Good working environment| benefits| and a good place to learn , Cons Overloaded with work at times ,0,
9/9/2016," ""Accountant entry"" ",4,Current Employee - Accountant, Pros Decent payGreat benefitsDecent managementYearly bonusLots of ot , Cons Nothing that stands out to me ,0,
1/9/2016," ""Associate Research Engineer"" ",4,Former Employee - Associate Research Engineer, Pros Learning curve is sharp. Get to work on state-of-the-art technology , Cons Typical Japanese culture. No concrete responsibilities for first 5 years. Growth is slow. ,0,
6/10/2016," ""Unknown"" ",1,Current Employee - Anonymous Employee, Pros Commission isnt as great but livable , Cons Bad experiemce| people are evil and all hate there lives ,0,
10/9/2016," ""Mfg Engr"" ",3,Current Employee - Anonymous Employee, Pros People really want to do things right to make the aircraft as great as possible| and they are pretty nice. , Cons Some managers or supervisors yell at employees and do not value them. The shop floor has paper work orders ,0,
8/8/2016," ""ExcellentQ"" ",5,Former Employee - Anonymous Employee, Pros Excellent work atmosphere| Keep it up. , Cons Nothing. Keep up the good work ,0,
22/8/2016," ""Good Company to Work For"" ",3,Former Employee - Sales Consultant, Pros - Highly satisfying with every sale- Get to interact with genuine clients- Referrals are amazing , Cons - Management gives you a lot of pressure- Management doesn't care about your track record. One month you do so well| they will praise you. Next month you do not so well| they will yell at you.- Business managers fight with sales managers a lot. Business managers make you think like you need them to approve your clients. ,0,
12/8/2016," ""Co-op Experience"" ",3,Former Employee - Anonymous Employee, Pros Good open office environment. Can learn as much as you want| must be eager every day , Cons none to be added here ,0,
28/7/2016," ""Awesome things"" ",5,Current Employee - Anonymous Employee, Pros Meet new people| good pay and environment. Time goes by quick because of the busy days and weekends. Great product. , Cons Long hours and some slow days. Commission only ,0,
27/7/2016," ""Machine operator"" ",4,Former Employee - Machine Operator, Pros Good environment to work in , Cons Hours was very overwhelming ,0,
16/7/2016," ""Student Program"" ",4,Former Employee - Anonymous Employee, Pros Decent pay for a student at $13 per hour. The work was warehouse work but not arduous.Also| the work was pretty straightforward although the demands were stringent. , Cons It takes them a while to promote you from temp to full employee. The policy stipulates that the student can only be considered for promotion after he/she is meeting pre-set standards/performance. But this is not always the case| some times upper management can drag out this process knowing that students disposable. ,0,
18/8/2016," ""Service Advisor"" ",1,Former Employee - SERVICE ADVISOR, Pros They really treated customers with the utmost concern. Coming from another dealership| was happy to see customers being treated like they should. Pay and benefits were decent. Great income potential. , Cons Sweat shop! Hours were too long. Bad management. No work/home balance. No real training. Basically sit with someone and try to grasp everything you possibly can in the middle of chaos. ,0,
18/7/2016," ""Analytics Mgr"" ",3,Former Employee - Web Analytics Manager, Pros Open to ideas and new technology , Cons Red tapes| politics| don't pay well ,0,
3/7/2016," ""Associate"" ",4,Current Employee - Anonymous Employee, Pros Good people to work with| management is ok| at least in my zone. , Cons Can't find any work not long enough ,0,
16/7/2016," ""Alright"" ",3,Current Employee - Mechanical Engineer, Pros It was fun and had great culture and alright salary. My boss was annoying and terrible. , Cons The salary is alright and only alright. No health-care and little retirement. ,0,
6/7/2016," ""Working for Honda"" ",3,Current Employee - Anonymous Employee, Pros They offer a good salary with annual increases and very good shift allowance| fairly good working hours depending on department| lots of available overtime| good canteen prices for food. , Cons It's unorganised| it's not quality over quantity - you just need to get those cars down the line and off onto the road. If you're a busy body or your mind can't switch off the place isn't for you. ,-1,
23/6/2016," ""Risk Management"" ",5,Current Employee - Anonymous Employee, Pros Company values| good salary| excellent benefits and opportunities for growth.. , Cons There are no cons. Nothing. ,0,
23/6/2016," ""Commission Sales in Philly Area"" ",4,Current Employee - Anonymous Employee, Pros Reliable product easy to sell , Cons Car sales is inconsistent income when you are paid full commission ,0,
15/6/2016," ""Automotive Technician"" ",4,Former Employee - Anonymous Employee, Pros The people you meet are cool. Hands on experience is awesome , Cons The politics with the flat rate system ,0,
13/7/2016," ""Internship"" ",1,Former Employee - Anonymous Employee, Pros Can't think of any pros. , Cons No allowance| limited to career growth and learning| grapevine ,-1,
22/6/2016," ""Is Honda for you?"" ",3,Current Employee - Automotive Technician, Pros Cars are easy to work on. , Cons Payment structure is universally low. If you are starting off in this profession| make sure to do your research. ,0,
31/5/2016," ""Technician"" ",4,Former Employee - Anonymous Employee, Pros Good pay| great people to work with| good benefits. , Cons None that I know of. ,0,
29/5/2016," ""Operator"" ",5,Former Employee - Anonymous Employee, Pros Great place to work. Excellent pay and benifts package. , Cons To far for me to travel and the rotating schdule. ,0,
6/6/2016," ""Long hours"" ",3,Current Employee - Anonymous Employee, Pros Great working environment and even better product. Theres a lot of money to be made. Get paid for training. Training is a little long. , Cons Retail hours are long. They should give more comission and lower the draw. There shouldnt be any bell to bell days and days off should be together. ,0,
17/5/2016," ""Honda is good place to start"" ",4,Current Employee - Anonymous Employee, Pros Management let you challenge many things if you are willing to make something.Challenging spirits are everywhere in Honda. , Cons Some hard workers put many hours but some don't. But we are all get almost same pay.Yearly review is also not so fare. ,0,
13/5/2016," ""Great place to work"" ",5,Former Employee - Technician, Pros Very good mentors and very good training.. , Cons No cons. Just put in 100% ,0,
8/5/2016," ""Honda"" ",5,Current Employee - Anonymous Employee, Pros A Great place to work , Cons None great place to work ,0,
29/4/2016," ""Process engineer"" ",4,Current Employee - Staff Engineer, Pros Hands on experience. very hot the ground running type of job. Opportunity to develop skills and grow , Cons Not a meritocracy. Have to put in x amount years before being able to get promoted. Old school mentality with aversion to change. Slowly changing however not on industry par ,-3,
13/5/2016," ""Good temporary job"" ",3,Former Employee - Lot Attendant, Pros Easy to do if you work hard and figure out things to do. , Cons can be very slow and hard to know what to do when there aren't cars being sold. ,0,
22/4/2016," ""Product Consultant"" ",5,Former Employee - Senior Product Specialist/Auto Sales Training Expert/Aggressive Closer, Pros Great dealership and Top Product Selection , Cons 25 acres locate vehicles and difficult find vehicles sometimes ,0,
22/4/2016," ""Honda's time has begun"" ",4,Current Employee - Anonymous Employee, Pros Honda has taken over the car industry and it's just a matter of time when it becomes the number one automobile company country worldwide due to the quality it possesses. The salary is decent and the environment is very friendly. , Cons Although| Honda is on the rise but it still isn't the number one. It would eventually be one but for that it has to come up with an idea that would mesmerize this world of cars. The workload is too much for me. ,0,
26/5/2016," ""Bdc agent/ service appointment coordinator"" ",1,Former Employee - BDC, Pros Zero good reasons period. Point blank , Cons To many managers not knowing anything. The overall leadership is terrible. Lying to employees| berating them| making them work after hours illegally without pay| managers yelling in a employees face and blaming them for their mistakes they make. Overall need new management ,-2,
5/5/2016," ""Redundant Work"" ",2,Current Employee - Assembly Line Worker, Pros Great people to work with , Cons No logic and people cam be ignorant and racist ,-1,
18/4/2016," ""Great Company"" ",4,Current Employee - Anonymous Employee, Pros great people to work with and very focused on individual growth. Company values a plus , Cons VERY lean| resources are scarce. ,0,
22/4/2016," ""Stuck up"" ",2,Former Employee - Anonymous Employee, Pros - Benefits- Good first job to learn the industry- Knowledgeable people with lots of experience- Good place to make a career for yourself| even if you don't have a college degree ," Cons - Extremely strict policies with no flexibility- Management mostly concerned about their own well being and moving up- Every man for himself kind of mentality company wide- Strong culture of promoting from within leads to very closed environment with hardly any room for new ideas and creativity- Management is stuck up and treats lower level engineers and employees like slaves (Congrats| you worked your butt off working your single process the exact same way for 10 years and now you're a ""team manager"" which means you get to boss around people)- Expect to put in plenty of overtime or get told off| even if you don't have much work to do- Expect to follow every single rule by the book| or be in loads of trouble- Below average pay for industry even considering benefits ",-2,
1/4/2016," ""Sales"" ",5,Current Employee - Anonymous Employee, Pros You can make $50k+ your first year if you are a self-driven individual. , Cons The internet has changed the consumer - well educated and already knows what the invoice is. It's not I want to be at invoice| it's how much under invoice will you sell me the vehicle for. ,0,
29/3/2016," ""Pretty Good experience"" ",4,Current Employee - Anonymous Employee, Pros Good pay| helpful team and co-operative managers , Cons Have to do over-time| sometimes 6-7 hrs a week ,0,
27/3/2016," ""fun"" ",4,Former Employee - Anonymous Employee, Pros work with great people and make good money , Cons business is slow sometimes| Always to hustle ,0,
24/3/2016," ""Love it"" ",5,Current Employee - Anonymous Employee, Pros I work with amazing people !!! the managers are super nice and very flexible !!!! , Cons no cons this job pays well and is flexible ,0,
19/3/2016," ""Lead Technical Specialist"" ",4,Current Employee - Anonymous Employee, Pros StabilityGrowth opportunitiesStrong company philosophies , Cons Lack of accountabilityLack of well rounded leadership (young in perspective)Much fire fighting with minimal planning ,-1,
