 Review_date , Main review , Rating , Emp, Pros , Cons , Helpful_count,
29/10/2015,Senior manager,4,Current Employee - Anonymous Employee,ProsGood company with great brand,ConsBad management with bosses on short term assignment,-1,
28/6/2013,Nice & good place to work,4,Current Employee - Anonymous Employee,ProsEmployee satisfaction| 5day week good work culture,Conssales statergy not good for india,0,
11/7/2017,Best multinational to work with if you love cars| an international career and a great salary,5,Current Employee - Anonymous Employee,Proslocations all over the world| international jobs| great salary| only one hour fast-train to Berlin| great culture programme at Autostadt| child friendly small town with 50 Kindergartens,Consyou'd better be fluent in German| cold northern european weather| the company grew too big - but yet it is an excellent company to work with,0,
28/6/2017,specialist,4,Current Employee - Anonymous Employee,Prosstable| good| exiting| intersting job,Consatmosfere| pace| hecktic| help| cooperation,-1,
14/7/2017,parts manager,3,Current Employee - Parts Manager,Prosgood work environment| care about employees,Consno raises| tell you to sell more,0,
26/6/2017,IT Specialist,4,Current Employee - Anonymous Employee,ProsTime vacations| grow possibility and adquire experience,ConsMany responsibilities| work under pression,0,
1/6/2017,executive - general manager - project management and manufacturing engineering,5,Former Employee - Anonymous Employee,Prosempowerment| good salary| good benefits.,Consmissing organization. missing respect from many high position executives with employees.,0,
21/5/2017,Ferienhelfeer,5,Former Employee - Vacation Helper,Prosgood pay and support by the management. Well organized team and highly skilled.,ConsWork and relaxation balance can be improved given the increase of new working standards,0,
19/5/2017,Life in VWA,5,Former Employee - Anonymous Employee,ProsStable| good compensation,ConsManagement team old and in conflict with new generations. Lack of investment in RRHH (not capacitation at all),0,
11/5/2017,Great Compant| Forward Thinking,5,Current Employee - Brand Specialist,Pros- Flexible hours- Lots of benefits- Room for upward growth- Lots of potential with future models- On-going training,Cons- Diesel scandal (Lots of upset customers)- No communication with Head Office- Lack of focus with brand image,0,
15/6/2017,Customer service,1,Current Employee - Customer Service,ProsGood location| gym available| friendly co workers,ConsPoor management| lack of pto| no communication from leadership| most co workers spend more time watch fav tv shows on phones then working. That includes direct hire leaders.,0,
8/5/2017,employer,5,Current Employee - Procurement,ProsGood Place to work here,ConsNothing as such to mention,0,
15/4/2017,System analyst,2,Current Employee - Anonymous Employee,Prosbelonging to a global brand,ConsMinimum chances for carreer promotions,0,
22/3/2017,good place for retirement,4,Current Employee - Finance,Prosbig company| stable| legit and rather good employee benefits,Consaverage pay| personal development slow,0,
9/3/2017,Volkswagen Employee,2,Current Employee - Research Student,ProsMonth end closingknow how to convince the customermanagement too GoodSecure Place and friendlyCan handle unsatisfied customerEvery day enjoyable day,ConsHigh management pressurelong working hours| Lack of employee retention policy| lack of employee elevation plan,0,
18/2/2017,Great company to work for,5,Former Employee - Sales Executive,ProsGood sales commissionCompany CarFriendly staff and management,ConsHours of work.Holiday Availability.Extremely competitive.,0,
16/2/2017,Excellent Working Environment and Very NICE colleagues.,5,Current Employee - Praktikant,ProsExcellent Working Environment and Very NICE colleagues. I am Looking forward to work and learn more. Love you VW.,ConsAls Praktikant finde ich gar nicht.,0,
13/2/2017,fleet coordinator,5,Former Employee - Fleet Coordinator,Prosbest for people love automative,Consto be serious AND manage employee,0,
6/2/2017,Amazing Place,5,Current Employee - Sales Professional,ProsGreat General Manager and great staff!,ConsInventory isnt all that great and some staff shouldnt be managers.,0,
5/2/2017,Nice environment but long hours,5,Former Employee - Anonymous Employee,ProsNice opportunities to grow in the long term with chances to move to another office if you so wish. Management is very professional and qualified. Salary is ok.,ConsFound the work a bit tedious at times| but got better after a few months working there. Not much going on other thank work| would've liked some social events or perks to go with the job.,0,
11/3/2017,Corporate treasurer,1,Former Employee - Anonymous Employee,ProsGreat products| state-of-the-art technolgy| global group| training and development,ConsNo loyalty| HHRR seems to be run by trade unions rather than Management,0,
19/1/2017,Good Company,5,Current Employee - TRAININGS COMPLETED,ProsGood Company| Good atmosphere| Words ;largest automobile manufacturing company. Good for learning.,ConsNot such| As a large european company | very less Reasearch work is done in India.;,0,
14/1/2017,sales consultant,4,Current Employee - Anonymous Employee,Proschallenging| easy to get in| don't require too much work experience.payment is based on commission| get to talk to different kinds of people.,Consjob could be pressured| company has its own target on each sales.sometimes has to deal with disrespectful customers.,0,
11/1/2017,yup,4,Current Employee - Anonymous Employee,Proseasy to take days off if needed and there is no conflict.,Consunderpaid and it's hard to get pay raises as there is no performance review or stated raise schedule. lots of old guy bro culture despite anti harassment training.,0,
6/1/2017,Great Place to Work,5,Former Employee - Anonymous Employee,Pros- very structured and organized company- very professional- good work environment- friendly colleagues- big company with a lot of opportunities- good salary- flexible hours,Cons- long processes- decision processes are long,0,
6/1/2017,Great opportunities,5,Current Employee - Project Manager,ProsGlobal company| great career prospects| training and development. Flat and lean working structure| meaning you get a lot of responsibility. The culture is fantastic.,ConsI don't have anything negative to say about working here. The company is very transparent and fair in how it treats employees.,0,
10/2/2017,Poorly managed and overworked,1,Current Employee - Engineer,ProsVW builds really great vehicles.,ConsPoor management up top| lack of resources to be successful in a role| and huge pay deficit compared to other OEMs.,0,
31/1/2017,deputy director,1,Former Employee - Data Scientist,ProsDriving a car which is not on market yet,ConsCulture of big German company have difficult to adapt quick technology change| especially apply data science technology to future concept car,0,
19/12/2016,Marketing Executive,3,Current Employee - Marketing Executive,ProsThere is a lot of ownership to the projects you're working on| and you learn about the relevant job scope pretty quickly because of this,ConsWork kind of stays stagnant for a bit and there is little room for advancement,0,
13/12/2016,Learning Opportunities,3,Current Employee - Anonymous Employee,ProsA lot of learning opportunities.,ConsManagement can be quite inflexible.,0,
1/9/2016,Volkswagen NiNo,3,Current Employee - Project Manager,ProsInteresting work for a world famous car-manufacturer. Good multicultural experience. Good place for a career beginning.,ConsLocal employees are underestimated. Limited opportunities for growing and promoting. Benefits could be better for that amount of work| that people perform here.,0,
2/8/2016,Human resources,5,Former Employee - Anonymous Employee,ProsBest company to work with,ConsShould be more flexible,0,
26/8/2016,Number 1,1,Former Employee - Manager,Prosexcellent employer to work with.,ConsThere were some areas that needed to aggresively needed to be worked out...,0,
7/7/2016,Volkswagen Group of Japan Purchasing Internship,2,Former Employee - Anonymous Employee,ProsGet to live in JapanRespectful CollegesJob offer likely with successful internshipNo drug testPaid(Most internships in Japan are unpaid or extremely low-paid compared)They will find you housing if you work/live in Toyohashi.,"ConsWill not be given any meaningful work or work at all. Most of the day in spent day dreaming. HR and payroll is not transparent at all and attempts to conceal information from you. Extremely boring and worthless internship unless| you want to experience living in Japan. Almost all other interns will be people that major in Asian Studies with no knowledge on Business or Economics/the automotive industry. No ""native"" English speakers| most employees 98% of employees are either German or Japanese. So| if your Japanese is not very good| it will be a difficult experience. Toyohashi is an extremely boring part of Japan and if given the option| goto Tokyo. Although| your salary will not go very far in Tokyo. It will be 100% better than frequenting the same 3 bars that close at 11pm every weekend.",-1,
24/6/2016,Marketing,3,Former Employee - Anonymous Employee,ProsReally good products and people who are completely committed to the brand despite not all being well below the surface.Good pay and conditions but terrible location.,ConsThe company desperately wants to grow at all costs ....at all costs! The attitude is that anything is able to be overcome with money and that means all resources are funnelled into paying for discounting cars or pushing more and more equipment into them to make them appealing enough to overcome buyer resistance to issues that are surfacing about quality and reliability. Staff turnover is high in some departments due to very poor management.,-1,
2/6/2016,Area Manager,4,Former Employee - Area Manager,ProsGlobal company| top 3 Brands| world relationship,ConsBureaucratic| highly hierarchical| hardly opportunity,0,
26/5/2016,Company review,5,Former Employee - Anonymous Employee,ProsNice people to work with!,Constoo much work to do!,-1,
17/5/2016,Electrical Engineer,4,Former Employee - Project Development Senior Electrical Engineer,ProsGood benefitsGreat people to workGood work,ConsCareer opportunities are poor and not flexible,0,
22/5/2016,No commitment,3,Former Employee - Anonymous Employee,Proscars| can get help to learn German,Conslong hours| brutal head office,0,
10/5/2016,ERL of VWGoA,3,Current Employee - Senior Research Position,ProsThe people that work here are great| and it is probably one of the lower stress and time commitment jobs in SV.,ConsLarge company processes and politics from Germany. This bogs the ERL of VW down and prevents us from being competitive in an extremely competitive environment.,-5,
2/5/2016,Praktikum,5,Former Employee - Anonymous Employee,ProsVery friendly environment. Good Work Life Balance. Hands on mentality. One of the best employers in the automotive industry.,ConsLocation is Wolfsburg - not an interesting place to live.,0,
15/5/2016,Detail,3,Current Employee - Anonymous Employee,ProsGood experience if you want to work on cars or learn anything about cars.,ConsDetail is a lot of work. Sometimes the bottom gets treated poorly.,0,
21/4/2016,Volkswagen,4,Former Employee - Anonymous Employee,Prosgreat company| great people| fantastic opportunities.,ConsApparent red tape and contrast in management,0,
26/4/2016,accountant,3,Former Employee - Anonymous Employee,Proscolleagues are nice| some managers are really helpful,Consconflict between departments| no team working,0,
12/4/2016,Chief Manager,3,Current Employee - CHIEF MANAGER,ProsGood work-life balance is maintained.Nice pay packages are offered.Nice working atmosphere.Employee benefits are good.Employee feels no burden.,ConsIt is purely people driven organisation.There is huge discrimination between salaries of employees of similar grade or position. Favouritism is quite prevailing.No standards to merit employee's performance.Processes of appraisal are just for sake| nobody follows it.Management does not take care of performers.,-1,
25/3/2016,Intern in Marketing,4,Former Employee - Intern,ProsIf someone wants to understand how a leading industrial organisation works this is a perfect place to start.,ConsThere are almost 10 000 employees in VW's Emden factory| which means that they're busy and interns may be forgotten sometimes.,0,
8/4/2016,Good with right management,3,Former Employee - Customer Contact Team,ProsGreat colleagues| easy to learn and have fun aswell as doing your job at the level your expected,ConsManager left and other manager making things different starting off with making staff redundant,0,
4/4/2016,Overview,3,Former Employee - Anonymous Employee,ProsBig multinacional of automotive segment,ConsFocus in diferent countries that need to be improved,0,
17/3/2016,Good Benefits but Bad Progression,3,Former Employee - Anonymous Employee,ProsThere is a good Company Car Scheme| you get a new car for family and friends every 6 months. It is a good workplace where you work with intelligent colleagues.,Cons- No natural progression| apply for promotion. They give the impression they care about your development but really they care about very few.- MK location,0,
5/3/2016,material handling,3,Former Employee - Material Handler,ProsFactory| fast paced team work. Incentive for being on time and at work every work day| and a on site workout spot.,ConsNo appreciation for the real team player| always being watched | even after seeing and acknowledging that the job is being done better than expected. Favorites among the supervisors and employees.,0,
17/2/2016,Volkswagen,4,Current Employee - Anonymous Employee,ProsOne of the biggest car manufacturers,ConsQuite low wage for that type of position,0,
9/2/2016,Receptionist,4,Current Employee - Anonymous Employee,ProsAmazing coworkers| not too demanding of work| good training.,ConsSometimes would run out of stuff to do| would occasionally get angry phone calls from unsatisfied customers but most were understanding and pleasant.,-1,
9/2/2016,Kam,4,Current Employee - Anonymous Employee,ProsCars innovation technology das auto,ConsWorking hours dealera priclist and,0,
18/1/2016,Great place,5,Former Employee - Anonymous Employee,ProsVery flexible employer and a good place to work.,ConsYou'll work 24/7 if needed,-1,
28/1/2016,Only for true car enthusiasts,3,Former Employee - Anonymous Employee,ProsMNCNice packageOpportunity to transfer to other markets,ConsDeclining industry and shrinking car market size in HK.,0,
22/1/2016,So you think your driving a Mercedes?,2,Current Employee - SERVICE ADVISOR,ProsFun to drive and good to look at. Good technology,ConsBad to own. So many issues with quality of parts,0,
11/1/2016,VW,3,Former Employee - Engineer,Pros- Good people- Product quality is impressive- Job stability- Great network,Cons- Lack of opportunities to grow. Career opportunities are not based on merit- Lack of incentive to people develop skills- Lots of demotivated employees- Inefficient corporation as a whole,0,
26/12/2015,Software Developer,4,Current Employee - Junior Software Engineer,ProsEnvironment| Freedom| Exploration| Services| Breakfast| Lunch| Transport,ConsRespect to Ideas| Nothing as such,0,
4/12/2015,Operational excelence,5,Former Employee - Director,ProsFantastic for new Engineers. Good team work. Very well organized and comunicates very well with employees. POssibility to learn German,ConsThe location is not perfect as it is located 40Km south of Lisbon. Can generate the feeling of being in a prision if you work there too long.,0,
5/12/2015,Overall good company,3,Current Employee - Pricing Executive,ProsGreat atmosphere| amazing benefits| opportunities to move around the brands and functions| iconic brands and talented colleagues,ConsBureaucratic| too much emphasis placed on processes| although employee car ownership scheme is an exceptional benefit you aren't always guaranteed the vehicle you want yet you must still pay the same amount. Also employees on starting salaries must pay the same as Directors for their vehicles,-1,
29/11/2015,Production Helper,3,Former Employee - Anonymous Employee,ProsGreat salary and unbeatable working hours. The work live balance is will not be harmed| except if it comes to three shift work.,ConsIn some departments you are seen purely as a mean to get work done. Most often the human aspect is set aside.,-1,
5/11/2015,Great Place to Work,5,Current Employee - Business Specialist,ProsFlexible work hours. Very lean company that allows you to interact with all levels of management| including CEO,ConsUsually have to be willing to move for career growth,-3,
17/11/2015,Office assistent,3,Former Employee - Anonymous Employee,Pros+ good enviroment| health insurance,Cons+ tto much work by the deadline,-2,
11/12/2015,Stay away,1,Current Employee - Consultant,Prosdumb staffcheap foodwork for 5 months without anyone knowing what you are doing,Consno communicationno structureno idea what they want,0,
13/11/2015,VW,3,Former Employee - Manager,ProsWorldwide know company. High technology,ConsDecisions are very long| take too much time. Extremely hierarchical,0,
26/10/2015,Software engineer,5,Current Employee - Anonymous Employee,Prosvery friendly work environment. good benefit such as 401k| car leasing program| employee discount on new car purchase| good training program. Most people are young and energetic.,ConsIt is not easy to work on the most important core technology of the company.I guess the hot projects are taken by the Germany side.,0,
21/10/2015,Good company to work,4,Current Employee - Manager,Pros5 days working| work life balance,ConsSalary not up to mark,0,
14/10/2015,Challenging| interesting but really consuming,4,Former Employee - Product Manager,Pros- Good working environment- Challenging environment- Good and experienced colleagues- Interesting business sector,Cons- Work / life balance- Bad planification- Unequal workloads,0,
9/10/2015,service advisor,5,Current Employee - Customer Service Advisor,Prosi had an experience of 4 years| as a Service Adviser | also i won the challenge of Star-adviser i 2014 | in Volkswagen ahmedabad.,Consi had a convincing ability| also i am a good lister | so every Customer becomes satisfied with my Works,0,
2/10/2015,I loved my job so much,5,Former Employee - Anonymous Employee,ProsGreat job to have great benefits,ConsI really hate the layoffs,0,
29/9/2015,very highschool and favortism stifles you,2,Former Employee - Anonymous Employee,ProsThey try to work with your schedule. The building is state of the art. The customers are such lovers of vw they make your day.,ConsThere is favoritism from management. There are cliques. Pay is low regardless of the effort and time you put in. There is no upward mobility. Language is crass. Management doesn't know how to manage . Management is constantly hiring unqualified people who they promote before existing staff. And work hours are terrible. If you have no life outside of work then this place is perfect.,-1,
15/9/2015,Software Engineer,4,Current Employee - Software Engineer,ProsDiverse tech stack| smart colegues.,ConsHas to deal with legacy 3rd parties,0,
7/10/2015,Volkswagen of Freehold,1,Former Employee - Cashier/Receptionist,ProsWork was easy| night shift barely anything to do,ConsHours| No vacation time| management at the time was awful,0,
28/7/2015,My Thoughts,4,Former Employee - Team Leader,ProsGreat Brand. Great Training. A lot of opportunity to move in the VW company.,ConsDealership level management isn't too good. Needs more people that care bout its employees.,0,
6/7/2015,VW is decent to work for,3,Current Employee - Customer Field Liaison,ProsEasy hours| decent pay| managers are knowledgable to some extent| very good work environment,ConsAs a German company it seems they only hire germans for high tier positions even in North American operations| unrealistic goals at times| there is a sort of 'drink the koolaid' cult vibe with some of the more extreme VW enthusiasts that work there| during the soccer world cup no work gets done as everyone is too busy watching the game in the break room,-1,
8/7/2015,Abusive Environment,2,Former Employee - Warranty Specialist,ProsOther departments seem better| and direct employees are treated better.,ConsManagement of warranty is abusive| and there are no advancement opportunities.,0,
28/6/2015,Highly bureaucratic,3,Former Employee - Anonymous Employee,ProsThe cars are truly fantastic and working in Germany was a great experience. It was very interesting to learn how a huge corporation like Volkswagen AG operates.,ConsIt was incredibly bureaucratic and a very slow moving corporation. Change was generally not welcome and it operated much like a government.,0,
11/6/2015,Great place!,4,Former Employee - Anonymous Employee,ProsVery professional environment and nice atmosphere.,ConsLocation is not ideal and office is very small.,0,
19/6/2015,assistant,3,Former Employee - Anonymous Employee,Prosnice environment and work culture,Conslow benefits and low salary. Don't treat as an intern,0,
18/5/2015,Volkswagen do Brasil,3,Former Employee - Anonymous Employee,Prosstabilityglobal companyinternal mobilitysalaries above market level,Consbureacratic and slow environmentno merithocracyaccomm,0,
2/6/2015,Racists,1,Current Employee - Anonymous Employee,ProsPerfect for Germans. Higher salary than the average,ConsIf you are not German| run away from it. There is a very old mentality there| non Germans cannot evolve in their carreer. There is a lot of people coming to VW from all over the World| and then literally running away after a few years| once they realize how racist and German-oriented is the company.,0,
17/4/2015,Production Coordinator,4,Current Employee - IE & MBA,ProsGood Salary and development| you can learn top world methodologies,ConsHeavy Enviroment of production area,0,
6/4/2015,VW| the automotive group winner in the next years,4,Former Employee - Director,ProsMany successfull brands in the group| great product development| worlwide sales leader| extremely high market share in Europe| Latam and China| good geographic balance| outstanding financial results| high stock market capitalization,ConsInsufficient management diversity| need for higher comercial and sales orientation| not strong enough in marketing| poor performance in USA market| strugglingh with SEAT| very high fixed costs| too many number of Brands,0,
10/4/2015,Aftersales Intern,3,Former Employee - Intern,ProsA lot of perks come with the jobGood people,ConsNot a lot of investment in internsPay is awful,0,
29/3/2015,Good place to work although huge amount of hours required,3,Current Employee - Anonymous Employee,ProsGood perks| good environment| good experience in a good company| possibility to work in Germany.,ConsLong hours are required| in most positions leaving on time is not good considered. Not really possibility of promotion| really political environment (corporation) .,0,
10/3/2015,Great Starter Company,4,Current Employee - OUTSIDE SALES,ProsGood place to learn customer service and sales skills along with business acumen.,ConsRoom for quick growth is limited.,0,
28/2/2015,VW workshop manager in jordan,5,Current Employee - Vw Workshop Manager,ProsManaging people and time to achieve the target and css,ConsImprove the keys and quality and minimize the cases of repeat repair,0,
20/2/2015,One of the best companies you could work with,5,Former Employee - Anonymous Employee,ProsNew/ advanced technology| every employee is treated as same| wide exposure to different fields| encouragement is provided to employee| interesting events are organized to keep employees engaged.,Consa little more emphasis is given on quality| quality week etc.,0,
19/3/2015,Sales Operations Manager,1,Current Employee - Sales Operations Manager,ProsSalary is competitive to good.,ConsThis place is a sick| unhealthy place to work. There is no company culture left.,0,
9/2/2015,Volkswagen Brazil,4,Former Employee - Purchasing Supervisor,ProsTrainning| competitive salaries and bonus|,ConsDifficult access to Top Management|,0,
13/3/2015,Most dysfunctional company I have ever worked at,1,Current Employee - IT,ProsNice facility. Free coffee. Good cafeteria.,ConsMost upper management have no people skills only book smart.,-2,
23/1/2015,It is a great company to work with| all the senior managers are motivtional and care about employee wellbeing.,5,Current Employee - Anonymous Employee,ProsCulture| Wellbeing|Work-life balance| operation efficincy| marketing force,Consaggressive| market expansion| localization| dealer management,0,
22/1/2015,Nice Internship,5,Former Employee - Anonymous Employee,ProsNice atmospherePeople care about my opinion and a great place where to lawn a career,ConsVery fast-paced industry. If you are not able to adapt quickly to next places that is not your site.,0,
22/1/2015,Lesser of evils,4,Current Employee - Service Technician,ProsWorking in the automotive field is not gravy by any measure. There is a lot asked from the technician| and a lot of responsibility placed on his shoulders. Volkswagen| pays slightly more than other brands| and the continuity between dealerships is pretty good. Just be ready for a lot of feast or famine scenarios.,ConsThe cons are most definitely the famine months of the winter. Industry slows down| people drive less| and you get fewer cars in for repairs. The dealership does nothing to mitigate this famine for the technician| because you are flat-rate.,0,
22/1/2015,Great to apply my skills and learn new knowledge,4,Former Employee - Anonymous Employee,ProsCorporate and professional| good work-life balance| opportunities to grow| clear company values,ConsCommunication flow to all levels,0,
12/1/2015,Family owned company with room to advance.,5,Current Employee - Anonymous Employee,ProsThe dealership has many different jobs available at any given time. I have been with them 4 years and have truly enjoyed working for them. They also have the best ever Christmas Parties!!!! Lunch is also provided on Saturday if you are scheduled to work. Sales people also recently went to a salary plus bonus program| it makes life so much easier not to only work of commissions.,ConsOffice space is lacking. You share desks with other people.,0,
9/1/2015,Sales,5,Current Employee - Car Sales,ProsYou can make a lot of money if you have the excitement and drive,ConsYou don't have much free-time,0,
16/1/2015,Bureaucratic & traditional company| but offers some good opportunities.,3,Former Employee - Anonymous Employee,ProsIf you're passionate about cars| then that's one of the companies to go to. You might get an opportunity to improve or change future cars. They take care of the workers rights| like a regulated working week and enough holidays. My tasks were interesting and I was challenged| so I have learned a lot when I left the company.,ConsIt is a very traditional company with high hierarchies. A lot of interns are hired| more than I've ever seen in any other company before. Also their wages were below what I have experienced at other companies and not many of the interns are actually hired after their internship.,0,
15/1/2015,Work enviroment with coworker is good,3,Current Employee - Buyer/Specialist,ProsGood perks| job garantee| good learning experience,ConsPromtions and salary increase fixed,0,
14/12/2014,competitive wages,4,Current Employee - Anonymous Employee,Proscompetitive wages and has good benefits,Conshorrible work hours flipping back an forth from days to nites,0,
3/12/2014,Learned a LOT!,5,Current Employee - Intern,ProsAs your managers are all seniors they are just an awesome source of knowledge and inspiration. I think the management used in Volkswagen by some managers is just brillant as they try to put you at the best of your performance. you will participate all the travels and most the car dealer network visits and these kind of things. Today I can say that I gained in maturity and changed a part of how I was working. Also the end of the months is an exciting moment to live in the automotive industry.,ConsUnfortunately i would say that the hiring policy is very strict and depends on your top managers if they heard about you. Work hard and might have a change to be rewarded| knowing that a recommendation from the top managment in Volkswagen group is worth a lot if you apoly somwhere else.,0,
20/10/2014,Good place to work. Benefits are ok,3,Current Employee - Team Leader,ProsBenefits are pretty good. Pay is above average for area,ConsSchedule. Buddy system is how promotions occur.,0,
13/10/2014,Great product for a limited target audience,3,Current Employee - Car Sales,ProsVolkswagen offers a high - quality product with a fantastic variety of turbo-diesel and turbo-gas vehicles| including the awesome SportWagen. VW also has a great offering for manual transmissions.,ConsExtremely difficult to get time off| especially on weekends - also mandatory long shifts such as at least one 12 hour day per week| no overtime| and commissions may be based on surveys from sales and service customers. Also| Volkswagen currently does not have a 3rd row vehicle| and they typically are a more expensive vehicle with less features than most competitors,0,
19/9/2014,Stohlman Volkswagen Subaru of Tyson's: 3 years I'll never get back,2,Former Employee - Service Technician,ProsWonderful sales staff| advisors and technicians. My coworkers were my friends. Good benefits. Great location.,ConsTerrible hours. HIGHLY QUESTIONABLE LEADERSHIP. Stohlman service managers create a hostile work environment and verbally assault their employees (LAWSUIT TIME-BOMB). Cost-cutting and profit-bloating rampant. They hire and fire weekly. I remember constantly training new hires| only to watch them leave a few months| or weeks| later. My schedule changed on average every 6 weeks| etc| etc| etc....,-1,
19/8/2014,A great experience working for a top world-class auto manufacturer,4,Former Employee - Assembly Team Member,ProsGreat pay and benefits. Loved with with the advanced technology.,ConsNot a very good work life balance.,0,
1/7/2014,Good company to work for,3,Current Employee - Anonymous Employee,ProsGood salary|good Medical/dental| recognized employer Group,ConsNot much room to grow,0,
16/3/2014,Excellent work/life balance,5,Current Employee - Anonymous Employee,ProsCorporate staff are down to earth.,ConsI have no Cons to discuss at this point.,0,
18/3/2014,VW,2,Current Employee - Anonymous Employee,ProsGood people to work with,ConsNo career advance| felt stuck,-1,
24/2/2014,Opportunities are not what I expected,3,Current Employee - Anonymous Employee,ProsThe people are fantastic to work with and the company is genuine in its caring for the customer.,ConsI was advised I would be able to move through positions quickly and increase my rate as I went. I am now in my third position and my rate has not increased at all.,-2,
