year,date,qtr,Vader Sentiment,Normal rating,review,
2010,01-08-2010,3,0.0258,4.375, Wow first two seater but I have had powerful cars before.  Great handling can't believe how well it corners.  Strong motor very linear response. Fun factor off the charts.  Very impressed with the styling especially how I see the original Z in this model.  Pictures don't do it justice.  Got the Black Cherry Paint in the Base sport model but went in to buy the 40th edition Touring Sprt.  When I saw this color I decided I didn't need the touring package.  Synchro-rev match is pretty cool stuff but the motor is the real gem,
2010,22-06-2010,2,0.9861,4.625,"Styling Motor synchro-rev match.  Getting leather seats installed.  transmission is nice. Push button start.  19"" wheels are very stylish for factory wheels.",
2010,16-06-2010,2,0.4215,5,Better exhaust note.  Very disappointing.  mY FX 35 sounded way cooler.  Road noise.  Depending on the road surface it can be a roar.  Back up camera would be great.  Had one on my FX and it was the bomb.  With the blind spots on this car it is almost a requirement.,
2010,21-05-2010,2,0.5584,4.875," I traded my '06 350z roadster on this '10 370z roadster. I loved the 350. But this 370 is fabulous. Taking all the other reviews into account throwing out the 63"" guy who is not happy w/ the room not a surprise I agree w/ all the good words. My wife and I love the car! The only complaint is the way too quiet and innocuous exhaust note. The same was said wrt the 350. Didn't the designers read any reviews at all? Not smart. As for road noise I don't find it all that bad even w/ the 19"" wheels etc. Of course mine is the convertible not the coupe which I can understand would be a lot noisier for sure. ",
2010,27-04-2010,2,0.7827,4.875,Looks and comfort and performance all around go/stop/steering/turning. Great! Thrilling! Wife loves the Black Cherry paint and the bells and whistles. ,
1991,15-09-2003,3,0.9323,4.5, This is the first and only new car ,
1991,14-09-2003,3,0,5,I've ever purchased.  The only problems ,
1991,09-09-2003,3,-0.4019,4,I've had (knock wood) through 280K ,
1991,07-01-2003,1,0,4.5,miles are deer running haphazardly in ,
1991,07-05-2011,2,0,3.625,front of the vehicle (once) and someone ,
2008,23-02-2011,1,0,3, Its was a good car but there is better out there. replaced it with new 2011 civic lx. ,
2008,16-05-2010,2,0.7003,5,Good mpg. no real problems in 18000. left power window motor replaced hatch struts. All under warrenty,
2008,01-10-2013,4,-0.25,4,handling noise in cabin over all feel of car is cheap compared with a Honda,
2008,31-10-2016,4,0,3, I love how the car is smooth for the most part. Slower acceleration than some cars then again it isn't a sports car nor is the road a race track! It keeps up with fast highway traffic -140 max and on the one way roads it is small enough to squeeze on the side when passing other cars as opposed to most cars. Engine can be a bit noisy at times but it is def. not loud when driving at high speeds like a lot of other cars including luxury cars like those buzzing sounds. In all fairness to this car which I read a lot of minor or just plain stupid comments about the car is an amazing one for the price performance and overall quality! (*It also depends on the driver and how s/he drives & car).,
2008,29-07-2016,3,0.873,4,Having paid $11000ish for car & $14000 otd great deal. I have a 2008 1.8S 4 dr. sedan black exterior & beige interior cloth w/ cruise/radio/cd/ac/heater lights inside glove box/middle of car/automatic driver window/electronic control the rest/up to 36+ mpg hwy (depends on driver/car). Versa>Yaris>Cobalt,
2008,17-11-2015,4,0.6249,1, I bought this car new in 2008. I do all smooth country road driving and very little city driving.  After 80000 miles until now with 122000 miles I have had to replace the rocker arm (cracked at 80000 miles) new muffler (hole from corrosion at 80000) front coil spring broke just sitting in the parking lot (110000 miles - now they just put a recall on that which entails Nissan taking off my much thicker new springs and replacing it with their's if I want my $1200 back that I had to payout.) my passenger handle paint is bubbling off driver door handle sticks in the summer time (it won't spring back when pulled) have to replace the hood latch under the hood now because it won't close after numerous times of even praying lubricant on it back seat wouldn't go down until I had to lubricant that to death and many more little crap!  I have never had a vehicle with so many problems that shouldn't be a problem until 200000 miles.  I can't change my own plugs... Because you have to drain the antifreeze to take off a cover to get to the ,4 plug.  AVOID ALL VERSA'S! Neighbors have a 2011 and 2013... Nothing but problems for them also.
2008,25-12-2011,4,-0.8175,2.625, The build quality of this car is really poor the lens of the transmission console fell off (?) the front driver side splash guard came off on the road the decorative cover of the driver side door lock came off for no reason and the entire exterior door,
2008,02-01-2012,1,-0.6801,3.375,handle itself came fell off a few months later. These are items that hardly ever break down on any car. I addition I had to replace oxygen sensors at just 50 K miles and exhaust pipe at just 56 K miles. After being a loyal Nissan customer (I owned Stanza Quest and Sentra in the past) I will never buy a Nissan again. I wonder what happened to the Nissan quality...it is not there anymore.,
2008,25-11-2011,4,0.2263,4.625,None,
2008,12-10-2011,4,0,2,Carry out an entire review of assembly line procedures improve workmanship quality,
2008,05-05-2013,2,0.4404,5, I have read these reviews and I have to wonder if the people that have had alignment problems are just hitting too many potholes. ,
2008,05-04-2011,2,-0.4019,4.625,I have over 70k on my car and have only had one alignment and I know it was due to the terrain.,
2008,25-04-2016,2,0,3,Nothing flimsy about this car. It's been an excellent car I drive a lot and I highly recommend it. ,
2008,26-05-2013,2,0.7574,4.75,It's held up extremely well no mechanical problems at all. I think it's all in how you drive. ,
2008,03-01-2011,1,-0.4186,4.625, Overall I have been very happy with the car. It handles well is easy to drive and has a lot of interior room and comfort. Good value too. The one caveat is that my transmission failed after 40000. It was replaced under warranty with no problems. I am not sure how common this is or if I was just unlucky. Since the replacement transmission was installed the car has run great. The gas mileage estimates are not as high as stated by Nissan.,
2008,14-06-2012,2,0.8941,2.625, Yes I'm the fool. I wish I could go back and get the Honda Fit I originally wanted but didn't get b/c Honda wouldn't come off $1000 from the price. I purchased the 2008 Nissan Versa and have hated it from the 1st week of ownership. 64000 miles and the windows won't go up and down smoothly When accelerating going up an entry ramp to the hwy I lose MPH and the RPM's redline. I have to pull over on the shoulder of the highway at 5:00pm traffic put it in park then back to drive to reset it. Only to have it happen again going up a hill slowly. Sometime I have to push the petal to the metal (floorboard) just to get it to move! And the steering wheel gets loosey goosey when I lose the MPH's.,
2008,29-11-2011,4,-0.9134,4.75,NONE-  Gas mileage is worse than husbands Ford 500!!! ,
2008,02-04-2016,2,-0.6093,4," I bought this as a ""first car"" for my daughter in 2008.",
2008,14-03-2016,1,0,5,Honestly either my wife or I would like to drive it full time!,
2008,06-07-2010,3,0.6996,4.125,We took a family of 4 on a weeklong beach trip (10 hours one way drive).,
2007,10-10-2006,4,0,4.875, I really like this car.  I drove a similar but smaller model in Spain and was thrilled to see that Nissan was putting out a subcompact in the USA.  I was looking for a car that rode a little higher than the average sedan but still got good gas mileage and didn't cost too much.  I got all those things in the Versa and I haven't been disappointed in any of its quirks (e.g. audible shifting noises loose handling flimsy velcro attachment for the hatch cover).  Plus I love the upholstery (microfibery) the tire pressure monitoring system the touch- sensitive hatch lifter and the interior room with an adorable easy to park exterior.  ,
2007,28-09-2006,3,0.9775,5,driver sits higher than average sedan nice interior fabrics and plastics roomy interior sexy 6-speed manual (just for fun).,
2007,16-08-2006,3,0.7351,4.75,tighter clutch and suspension better hatch cover make shift-stick less noisy.,
2007,12-05-2011,2,0.3597,2.125, I took my 2005 Nissan Sentra 1.8 in for warranty service (rear brake drums needed replaced at 8563 miles! =( ) and walked over to the showroom while waiting for my car to be worked on.  I took a test drive of the new Versa and fell in love!  I brought my new Versa home last night and can't wait to get in it and drive some more!  The shifter takes some getting used to as I have only ever driven a standard-H pattern manual before but it's so much fun!  My children have more room in the backseat now and the seats are very cushy and comfy!  I had to go with a lower model - no cruise control like I had in the Sentra - but since I hardly used it anyway no major loss!  Great job Nissan!,
2007,23-08-2012,3,0.8476,3.875,6 spd interior look and feel controls gas mileage.,
2007,05-01-2014,1,0,4.375, My 2007 Versa ran like a champ until 4-6 months ago when suddenly while driving would feel as if the car was not responding or had changed gears by itself.,
2007,13-01-2007,1,0.6808,4.75,I would shift the automatic setting from D to N and back again and that would seem to correct it for awhile.,
2007,27-12-2006,4,0,4.75,Brakes replaced 2 months ago.,
2007,19-12-2006,4,0,3.375,Never did feel right at times had to stomp on brake and still feel occasional loss of control. 12/24/2013 was slowing to a stop as traffic piled up some ice on road.,
2007,07-11-2006,4,-0.5423,5,Car did not respond.,
1991,30-12-2002,4,0,4.75, I bought this car new in 1991.  I've ,
1991,04-12-2002,4,0,4.125,done all of the scheduled work on the ,
1991,02-12-2002,4,0,4.875,car (oil/filters/brakes/timing ,
1991,18-09-2002,3,0,4.75,belt/water pump).  All the work has ,
1991,29-10-2002,4,0,4.5,been easy.  I had leaky freeze plug ,
1991,10-03-2005,1,0.4767,4.625, I bought this car used in 2003 for $3200 with 139000 on it. I put $1000 in it for a timing chain thermostat H20 pump etc. Since then I have put 20000 miles on the car and have had to replace the alternator and the master cylinder. Total cost $450.00. Other than those repairs the car has perfomed very well. The car has lots of power and a fuel economy of 23/28. I also love all the standard features of the SE. Cruise controlanti lock breakssunrooffive speedbose sterio.,
1991,14-04-2004,2,0.7645,4.75,My favorite features of the car are the body stylingengine perfomanceroomy interiorand the options ie cruisesunroofantilock breaksfive speedbose sterio.,
1991,24-02-2004,1,0.4588,4.125,My suggested improvements are the window regulatorsdash clock.,
1991,30-11-2003,4,0.3182,4, Excellent car overall.  Thought having ,
1991,23-07-2003,3,0.5719,4.25,to rebuild transmission at 100K was too ,
1991,06-02-2003,1,0,4.625, This car runs like its brand new,
1991,15-01-2003,1,0.3612,4.875, The transmisson shoul have a real ,
1991,14-04-2006,2,0,4.25,filter to change instead of a wire ,
1991,20-02-2006,1,0,5,screen screen. The transmission then ,
1991,12-01-2006,1,0,4.75,should go 200000 miles before needing ,
1990,24-05-2004,2,0,4.75, I purchased this vehicle in September ,
1990,08-05-2004,2,0,5,of 2003 for $1500.00 with 96000 ,
1990,18-04-2004,2,0,4.375,miles. The Maxima's V6 is one of the ,
1990,25-02-2004,1,0,4.375,best engines ever made. For a car that ,
1990,04-03-2003,1,0.6369,4.625,is 14 yrs old the performance is ,
1991,20-03-2002,1,0,4.25, very solid reliable car engine has been awesome - 122000 miles & 6k since last oil change (way overdue) and oil level is still at the full marking.  Rust is just now beginning to creep around inside the wheel wells and one rear door (Wisconsin winter salt).  Only maintenance in 4+ years and 57000 miles is alternator distributor cap.  Routine repairs of timing belt and water pump exhaust brakes tires cv boots ft suspension ball joints.,
1991,28-06-2007,2,0.6997,4.625,Bose stereo in this car is awesome.  I'm not a big Bose fan for home stereo but its great in this car.  Styling is cool - enough angles so it doesn't look like an egg like the newer Maxima's.  Very few squeeks / rattles.,
1991,22-07-2004,3,0.746,5,Sport suspension transmits expansion cracks harshly.  Little too much body roll in corners.  Cup holders needed.  Fold down rear seat needed.  SE multi-valve engine and its 30 extra hp not available until 1992.,
1991,28-02-2005,1,0,5, I got this car about 2 years ago and it is great. Even after 16 years it still gets good gas mileage.The transmission blew at 160k got it fixed. Replaced the timing belt at 180K. But i can't beleive it came without a single cupholder. Still going strong at over 185k and i plan to keep it another year. It can still get up over 85+ MPH.,
1991,18-06-2011,2,0.8834,5,Bose speakers cruise.,
1990,11-06-2007,2,0,4.25, I bought this car in Nashville and drove it up to Michigan and love it!  Totally reliable and always ready to give.  I've replaced the starter and the alternator and a few minor things but that's it!  It currently has 168000 miles on it and there's no sign of slowing down.  It's not an eye catcher but anything that pays me to drive it who cares!  Wonderful investment and I'll most likely drive it into the ground.,
1990,18-03-2003,1,0.9095,4.375,Sporty fast and a rocket to drive.  Very reliable and dependable.  Bose system is still rockin hard.  Body is virtually rust free.,
1990,15-03-2003,1,0.4404,4.75,Where are the cup holders??,
1990,15-01-2005,1,0,4.875, an absolute ball sport suspension is ,
1990,03-06-2004,2,0,4.625,fun and spritely v6 moves the car ,
1990,19-02-2013,1,0.5106,4.25, I bought this car back in 2001 for $1500. It had 123000 miles in it. The interior and exterior were both in excellent condition. I had to do minimal maintenance to get the car up to par.,
1990,19-03-2002,1,0.5719,4.5,Throughout the 12 years I owned it I did just regular maintenance. Tires tune up brakes fluid changes ect. Not until I got to around 200000 miles did major repairs needed I replaced the automatic transmission with a used one and then replaced all the fuel injectors (only needed 2). This car has been a godsend,
1990,18-01-2003,1,0.5859,5,It still drives just as good as the day I bought it even better with the new injectors. Has plenty of power handles well and it's still easy on the eyes. ,
1990,07-03-2002,1,0.8689,4.75,I love the leg and head room of this car. I'm 6 foot and its nice and comfortable for long trips. It's quite on the highway with a nice set of tires and can cruise at 90mpg. Simple dash cluster sturdy design. Well built car. ,
1990,24-06-2007,2,0.9349,4.875,The only reason I sold this car because of gas prices going up. It's not the most fuel efficient on the road. Otherwise I would have drove it into the ground if I could. I sold it with 229000 miles and it was still in perfect running condition. Did an emissions test right before I sold it and it was actually burning cleaner than the day I bought it 12 earlier. ,
1990,21-09-2005,3,0.8166,5, I have owned my 1990 Nissan Maxima SE since my sophomore year in college.  This car excelled performance wise for 4 yrs in the mountains of Colorado.  The car always started and heated up quiclky in the sub zero temps in Minnesota for 4 years.  For the past 7 yrs the car has done great in FL the A/C always cooling down.  The Maxima is a great quality car that will keep on running.  The engine is great and the interior has held up very well.  Highly recomended.   ,
1990,19-07-2003,3,0.9682,5, If you want a fast good-looking ,
1990,20-01-2003,1,0.0772,5,comfortable car with power that seats ,
1990,09-12-2002,4,0.5106,5,five comfortably this is it. This car ,
1990,06-12-2002,4,0.4215,3.75,has few if any flaws and still looks ,
2014,21-02-2015,1,0,1.625, I purchased this van after a bit of research. Every car has a few people that can't be made happy. I now have 17000 miles and bald tires. I didn't think much of it until I tried to buy new ones. Nissan dealers have the only load rated tires in the required size and they are quite proud of them. I discussed changing wheel size with my service advisor and any modification would void my warranty. $100/month for tires. The interior heat and air are very weak. The engine performance seemed good enough at test drive but try carrying a light load and it is painfully if not dangerously slow. ,
2014,30-04-2016,2,-0.3246,4,Love the technology package and GPS. The radio is decent for a cargo van. ,
2014,30-10-2015,4,0.6369,3,Honestly nearly everything on this van is seriously under built for cargo use. ,
2013,02-09-2016,3,0.3182,4, Lowest floor height makes lifting and loading easy (for the  elderly).  Purchased exclusively for that feature. Confirm that tire life is VERY short (20-23000 miles).  There tires by others that meet Nissan specs for less money. Paid independent specialty alignment shop to electronically check alignment and found (as others have) that there is a misalignment in the rear wheels and in their opinion the alignment is contributing to premature tire wear. Will address to Nissan dealership but specialty shop could not identify any means to adjust rear alignment. Checked for a competitive brand to extend tire life but nothing beats the loading height of the NV 200. As a light load low mileage user I still know that for my need I can find NOTHING BETTER!,
2013,10-08-2013,3,0.7809,4.75, Yes it only has a little over 100 miles but after comparison to the Transit Connect I decided to bring one home today. Better fit and finish better ride and handling and priced less with the options. It is a peppy little van and it is deceivingly quick with CVT transmission. It doesn't seem quick but it pulls like an electric car no shifting!. We got 30 mpg average on the trip home with A/C on and a 2000 foot elevation gain in 75 miles. I will update in a few weeks. ,
2013,23-04-2014,2,0.9592,5,The tech. package is a must have and Ford offers.....something that seems about 10 years old. Very comfortable and attractive interior. Traction control. People think it is odd looking...excellent because I want my business vehicle to be noticed!!! It will be. Oh yah... inside cargo racks come with it. ,
2013,24-09-2015,3,0.7672,5,None so far. ,
2013,17-12-2014,4,0,2.875, I purchased this vehicle for my business Oct 2013 and could not be happier. Bought fully loaded SV with all options. I have been using full size Ford and Chevy vans for over 20 yrs in auto glass trade and the Nissan's tall interior height combined with low floor make life much easier on the back. Averaging 25 mpg mixed and hitting 32 highway regularly. CVT transmission is very smooth and vehicle is sporty to drive around with little bit wider tire/rim combo 205/55/16. Factory headlights are plenty bright and wideHID conversion not needed. Fairly quiet ride for cargo van. Great view of road especially out side glass compared Transit with 2 piece side with bar.,
2013,12-01-2015,1,0.7117,2,Interior mounting points for shelving system is smart and Adrian steel partition and shelves are perfectly designed for this vehicle to give maximum protection while maintaining max cargo space compared to Transits design. Nav/bluetooth/back up camera unit nice touch along with power window and door locks/alarm. Drivers seat firm but comfortable for several hundred mile days. Pass seat worktable feature along with center file storage and dash storage. Very well thought out for business use.,
1993,30-07-2009,3,0.9168,4.75, I bought this van with 125000km on it about 2002 or so. I now have 400000km on it in 2009 and it continues to still run strong. Replace the usual brakes and shocks twice. Luckily the engine studs were done before I bought it. Lately it has some engine hesitation and starts on the second try. Not figured that out yet. Anybody have any ideas?,
1993,16-05-2002,2,0.4404,4.25,Rear air cond. Comfortable seats. Huge cargo cap.,
1993,07-11-2012,4,0.6808,4.375,Engine studs should be more sturdy!,
1993,21-04-2002,2,0,4.625, 155000 miles and it still looks great. ,
2013,07-03-2013,1,0.6249,4.125, With the expected arrival of our 6th child our Toyota Sienna minivan was going to be too small for our needs. The thought of diving a huge 12-passenger van did not appeal to us. The choices for a long time have pretty much been either Ford or Chevy which have limited features and the Mercedes van while nice is just too expensive. So we were very pleased to learn that Nissan has started selling 12-passenger vans at about the same price as the Ford and Chevy vans. When we saw all the options available on the NV we started to get more excited about it. And after about 2200 miles we've been very pleased with it. It drives surprisingly well for a large van. I highly recommend the NV.,
1993,24-02-2010,1,0.9677,3.125, The vehicle has been reliable and it did not fail to start/run even in minus 40-50 Celsius!  I will be sad to let her go because we're getting another vehicle.,
1993,03-03-2002,1,-0.1386,4.125," Amazing reliability...keep the oil changed regularly the tires inflated and the gas tank filled this ""drives-like-a-car"" minivan will take you further and longer for less.",
1993,21-05-2003,2,0.5859,4.75,,
1993,07-02-2003,1,0,3.875,Tremendous cargo space is available when needed; the foldup-slide forward middle seat opens up a sumptuous cavern that has moved its share of tonnage.,
1993,27-03-2003,1,0.296,4,,
2007,27-11-2006,4,0,4.875, I traded in my 97 Hyundai Elantra which was a very dependable car but not exactly luxury! By comparison the Versa is a Cadillac. Point is: your satisfaction depends on what you're used to and how much you expect for $13000 or so. For the money I think the Versa is a steal compared to what's out there. It's roomy comfortable peppy good gas mileage (average 33mpg) quiet ride good suspension cute and it's NEW! I never realized how bad my headlights and windshield wipers were on the old car! I also never had a CD player so you see I'm not hard to please! I would never spend what most new cars cost so I'm very happy with my Versa.,
2007,05-12-2006,4,0.9809,5,Lots of room inside peppy 6-spd good gas mileage comfortable and fun to drive.,
2007,07-04-2014,2,0.8591,2,I'm happy with it as is but my husband would like cruise control.,
2007,09-11-2013,4,0.6808,4.125, Have had the Versa SL for almost a month and am loving it. The CVT transmission is super smooth. The just checked MPG was almost 37. The seats are comfortable and the interior is well finished. The interior is midsize roomy with lots of leg and head room. The convenience package makes a nice addition. My dealer experience with the local dealer in Oceanside was super.  ,
2007,14-11-2006,4,0.9633,4.875,Radio controls on leather wrapped steering wheel bluetooth phone CVT transmission and overall comfort.  ,
2007,15-10-2006,4,0.3612,5, fantastic drives like a dream sturdy noise free sophisticated could use arm rest shoulder and back seats pockets as a standard bonus.,
2007,01-10-2006,4,0.9552,4.5,all rated 10!,
2007,24-08-2010,3,0,2.375,arm rest should be standard,
2007,20-09-2014,3,0,3.5, The GOOD: Wife was sold on a Scion Xa before I insisted she take a Versa test drive. She bought the first Versa the dealer sold. Impressive power w/6spd fun to drive & great interior room & materials. The BAD: A/C compressor failed 2nd day. Took factory 1 month to replace. A/C now sounds like a dentist's drill @3000 RPM. TIRE PRESSURE MONITORING SYSTEM {TPM):Has been in Dealer shop for re- set 3 times in 2 months w/no low/high tire pressure detected. Consider an extended warranty if this problem is not addressed under a Nissan re-call. Online correspondence reflects an ongoing TPM problem among Versa owners. Hopefully Nissan will address this ongoing problem. $100 cost per re-set.,
2007,24-11-2006,4,-0.3628,4.875,Positive shifting 6 spd.transmission engine performance interior room & quality of interior materials versus Honda Fit & Scion Xa. Dash lights that illuminate under low light conditions. RETAINED ACCESSORY POWER.  ,
1990,23-08-2008,3,0.7034,4.625, I drive this car everyday to work 25 miles round trip and it has never failed me yet. It has 238000 miles on it and still runs like new. It does not burn a drop of oil. Other than a new timing chain at 211000 miles nothing other than regular maintenance has been done to the motor and still runs like new. Other than 2 clutches I have had no tranny problems. It's 18 years old and I bet it runs another 18 years. I am the car's 2nd owner.,
1990,14-05-2017,2,0.5597,4,Good gas mileage 25 city 30 to 35 highway. Low cost maintenance easy to drive.,
1990,01-03-2002,1,0.5719,4.125," Don't be fooled by the ""no maintenance"" theology of Nissan cars.  I purchased this one from a dealership.  The previous owner (traded it in for a Ford) had used it to commutte several miles each day-- and I believe never bothered to do hardly any maintenance. ",
1990,22-11-2002,4,0.4847,4.375,The car was low-priced and worked great-- until one day it all came falling apart at about 130000 miles-- much less than what I would expect for a Nissan.,
1990,19-08-2009,3,-0.1531,4.625,5-speed VERY good fuel economy no-frills get-me-to-the-bus-stop car.,
1990,05-06-2002,2,0.6028,3.5,The dashboard lights went out (all of them).  It was easy but adventerous to replace them all.  Guess you would expect from a ten-year-old car?,
1990,13-05-2002,2,0.2382,4.75, Since the day i bought it i loved itit ,
1990,11-03-2013,1,0.5994,3.875, Bought the car with 70K on it in 1994? I have driven it 300000 miles since and have had only one failure where I let it run out of water (hose leak) and ran it hot.,
1990,13-01-2010,1,-0.5106,5,Threw a head gasket on it (this all around 34000 miles and running fine now. I've put one clutch in at 180000 and two DS and one PS front axles both rear wheel bearings and one set of 4 struts over the entire time i've owned his car. BTW when I had the cylinder head off to replace the head gasket (again at 34000 miles) there was NO ridge at the top of any of the four cylinders.,
1990,17-06-2005,2,-0.0857,4.125,I've torn down many motors and have seen wear and cylinder wall ridges at 80000.,
1990,27-10-2003,4,-0.25,4.375,This engine has 5 times that in miles and was smooth.,
1990,24-02-2003,1,0,4.625,This is the most durable and reliable vehichle I have ever owned is light weight and easy to maintain and drive.,
1991,18-09-2011,3,0.4404,4.75, I bought my '91 Sentra brand new and had it serviced according to schedule by Nissan for all major service milestones and was very regular with changing the oil and doing any type of maintenance.,
1991,14-11-2002,4,0,4.5,I kept the car 16 years before selling it and going with a new 2007 Maxima.,
1991,05-05-2014,2,0,5,I had 265000 miles on the Sentra and it ran great when I sold it; nothing was wrong with it other than the trunk seal allowed rainwater to get into the trunk.,
1991,08-07-2003,3,0.7687,5,Over it's life with me it had one clutch job at 140k miles routine brake jobs & other minor maintenance but never let me down. When new it would get 40+ mpg on the highway and when older would still get over get 30 mpg.,
1991,30-05-2003,2,0,4.375,It was very very easy on the pocket book!,
1991,25-05-2003,2,0.5808,4.875, Bought new in 1990 it has been a blast ,
1991,11-03-2015,1,0,3.875,to drive never let me down and still ,
1991,26-09-2007,3,0,3.625,outruns anything it's size while ,
1991,28-08-2006,3,0,3.875,getting 32 MPG.  I'm looking at a ,
1991,15-11-2005,4,0,4.25,Murano now.  Nissans forever.,
1992,07-05-2004,2,0,4.875, I bought this car new in '92 & sold it ,
1992,11-05-2004,2,0,4.5,after a very pleasing ,
1992,03-05-2004,2,0.5709,4.875,240000 miles. I definitley got my ,
1992,15-04-2004,2,0,4.75,money worth. I have never had any ,
1992,25-04-2006,2,0.2263,4.75,major repairs. Nissan's mufflers ,
1993,11-01-2007,1,0,4.875, Just bought this van with 235300 miles on it. I've added another 600 miles in the 3 weeks of owning it. Runs well most of the time (minor warming up hesitation problem). Drives like a car. Excellent performance and fuel economy on the highway (@55mph). Clean easy to read dash. It only has minor leaks (expected). Body still in great shape. Feels like it easily has another 100000 miles it it. I love this VAN! (can't talk about the radio it does not have one),
1993,18-02-2005,1,0.9774,3.75,Cargo space. Car feel. Still quiet ride. Clean easy to read dash. Very Reliable.  Seats are comfortable for the age.,
1993,01-07-2002,3,0.836,4.75,Better removal/storage to middle bench - it's a boat anchor. Be able to completely remove sliding bench. Drivers side passenger door. Give it better in town fuel economy. Keep the clear dash layout. The 2005 & 06 cars & vans I've driven are ugly.,
1993,03-09-2002,3,0.6249,4.125, Well it's been two years since I last wrote and the thing just keeps chugging along.  No big problems (knock on wood) but some more minor annoyances have cropped up:  antenna is stuck in the up position one power door lock is manual only now tape player is effectively dead.  But as a sign of faith I converted the AC last summer and will get new mats this spring.  128K so far and hasn't been garaged for the past two years in the snowy NE. Body is still rust-free.  Gotta love it.,
1993,27-07-2002,3,-0.0303,4.625,"I guess my favorite ""feature"" is that they built the thing well enough that it's going to last long enough to make me feel I got my money's worth.  Cargo area 2nd row removable captain's chairs sliding rear seats are all pluses.",
1992,16-03-2008,1,0.7184,4.5, My 1992 nissan sentra has been nothing but reliable for my family. No major repairs except a gas tank replacement @ 397000 kms. The usual repairs for wear and tear only. Interior has held up awesome with little to no wear to the seats. Still getting great gas mileage and no oil burning. This car deserves respect for being so simple in its design and so amazingly well built. I can't understand why they still can't produce all cars to be this well. So anyone looking for a great second or student car this is it hands down! Hope to get million km out of her yet. My little red rocket just goes and goes.,
1992,29-08-2007,3,0.9829,4.5,Mines basic only with a/c and auto. A/C still blows ice cold air. Comfy seats. Tight steering.,
1992,26-06-2007,2,0,3.875,None. maybe 4X4 for the winter though! LOL.,
1992,12-05-2007,2,0.5893,4, I bought this car from a co-worker before I went to college.  The car had about 60000 miles on it.  It ran great.  It is easy on gas.  I get about 34 mpg highway and 28 mpg city.   The car is very reliable and a real do-it-yourself car when it comes to maintenance.  I changed the alternator and thermostat myself in addition to the plugs.  The timing chain is fine just as long as you keep the oil changed on a regular basis.  I still have the car but I just use it as a road runner now.  I went out and bought a Nissan Frontier and it is just as reliable.,
