year,date,qtr,Vader Sentiment,Normal rating,review,
2004,07-07-2010,3,-0.624,3.625, The 2004 Volkswagen Touareg V10 TDI is an absolute blast to drive the V10 engine can only be described as a torque monster.  Throw in mid-20's for gas mileage and you have a great package.  But...the thing has been back to the dealership every other month for a host of recurring and random problems ranging from repeated air bag faults to vibrations to interior trim that cracks in cold temperatures to power loss at speed.  Needless to say a great package has been marred by a dreadful reliability record.  Unfortunately I can't tolerate the lack of reliability so I must say goodbye to the torque monster.,
2004,22-08-2010,3,0,4.5,But is horribly expensive to maintain. ,
2004,17-09-2014,3,0,5, I really love this touareg I bought it 6 month ago with 67000 miles and the car runs great after cleaning the injectors it needs only 18-19mpg in the city and 20mpg at the highway in 6 month I had no problem I only checked the car at volkswagen and it was free I payed nothing this is really a excellent luxury SUV the best I ever had and my kids are happy with this car it is the same base and motor like the Porsche Cayenne ,
2004,23-09-2014,3,-0.1999,1.375, Still love the truck after 5 years owning it.  Only 2nd set of tires with a lot of tread left after 75000 mi. 1st set of tired was replaced at 48000mi.  Still original brake. Replaced battery at 70000mi.  One annoying issue was airbag light lit after my wife adjusted driver seat. Check engine light was lit once for no reason but cleared after a visit to the dealer. didn't come back for 2yr but lit again last week. beautiful interior (better than my BMW 5 and MB E class) fit and finish is top notch. gas mileage is poor but not so bad for a performance SUV. feel very safe driving it great road manner very solid no rattling no loose parts.  took to the beach played sand a very fun SUV.,
2004,29-12-2005,4,0.8625,3.5,horsepower ride handling and great in snow,
2004,18-10-2006,4,0.8572,2.25, I have been disappointed with my vehicle since I purchased it. The tire sensor is on regularly even after numerous repairs. The tires wear quickly and are expensive. Rotating every three months is a most. The interior wears poorly also. The door panels garage opener panel have rubbed off from use. The wood look panels have cracked. Not a good buy.,
2004,08-11-2009,4,0,4.875, My car has been in the shop for 64 days now. the 2nd field engineer is being sent out to evaluate the situation. I have been told on 3 separate occasions my car is repaired and ready to pick up and when I get there is does not start. AC has been an issue since day 1. Alignment has also.  I am not a happy VW Touareg owner!  ,
2004,03-11-2015,4,0,4,$2800 for timing belt at 60K miles.,
2005,27-01-2005,1,-0.5121,2.125, Too many recalls. Electrical problems ,
2005,19-01-2007,1,-0.8684,3.375,Looks great comfortable front heated seats.,
2005,10-02-2008,1,0.9039,4.5,Engine sounds great and it has good performance. ,
2005,26-03-2008,1,0.9775,3.625,Sound System Exterior and Interior design AWD system,
2005,03-03-2010,1,0.8074,4.125, I bought this SUV used and love it so far.  Its true what everyone says about the brakes tires fuel efficiency and service.  My tires were $800 for all 4 and the shop rotates my tires for free anytime i want to.  Same shop tells me the brakes aren't cheap either $600 for ceramic pads up front.  However this truck is solid and safe you will bulldoze through snow and probably won't every hydroplane in the rain.  You will love this truck until you get to the shop(try to stay away from the dealership their labor is super expensive),
2005,26-06-2007,2,0.6369,4.875, I really shopped around before purchasing my Touareg.  My black exterior really gets people's attention and my passengers LOVE the interior.  BUT my tires wore out quickly gas mileage sucks get-up-and- go doesn't exist without putting it in S or manual.  Radio ate my CD can't get it back.  Passenger mirror doesn't always tilt when backing up.  Rubber on inside driver's side door is peeling.  Seat belt dinger... can anyone say ANNOYING?  Automatic windshield wipers can scare the crap out of you on a sunny day... they'll scape across the window without notice.,
2005,10-06-2008,2,0.2942,4.75, I absolutely love this car and can't wait for the V6 diesel to reach the states. I have driven the Touareg V6 diesel (overseas) and all I can say is wow. 30+ mpg and lots of torque. I compare my Touareg to my brothers 2 X5's (both diesel 2006 & 2008). The interior layout of the Touareg is far beyond the BMW. Even my brother agrees. The newer larger X5 is a disappointment compared to the older body style. The Touaregs styling is better than both X5's.  The Touareg coming in as a overweight still handles very well. The suspension does a very good job of keeping the car at it's optimum performance level. The sound of the V8 is quit p;easing. I have gotten 20 MPG on the hwy at 72 MPH.,
2005,24-04-2010,2,0.8955,3.875,The navigation has a lot to be desired. Mine is the 10 CD version. Fuel economy is not bad for it's weight and towing capacity but a little better would be nice. I found driving the Touareg conservatively uses more gas. You got to push it a bit to get the best MPG (at low speeds city).,
2005,14-05-2010,2,0.9166,3.875,The air suspension is a real nice feature. Control layout is as good as it gets. Setting the suspension to comfort makes an interstate ride very comfortable. Offroad capability is second to none. This is the SUV nobody will test. In Europe they are compared to the Land Rover. ,
2005,10-08-2010,3,0.4404,4,Comfortable solid feeling safe in it.Comfortable seats and plenty of room.,
2005,28-08-2011,3,0.9292,3.25, Same comments as most of the others:  Great highway ride strong V8 performance Best turning radius of any car I have ever owned. Handles very well. Nicely appointed interior comfortable seats.  Downside: the brakes for wear and this car is very difficult to be smooth when driving at very low speeds the brakes grab and the throttle response is jerky. Poor Gas mileage  Overall the car has exceed my expectations and most of the bugs from the 2004 models we worked out. ,
2005,02-09-2011,3,-0.4019,2.375,2 times.  Not enough power when you ,
2005,14-09-2015,3,0.7906,5, This is a terrific SUV. Yes its a gas hog but the power control  and creature comforts out weigh that particular negative. ,
2005,09-11-2005,4,0,2.375,problems.  Wood panel trim has cracked ,
2005,02-10-2007,4,0,4.75,VW is KNOWN for electrical issues Why do germans love premium gas Why do cars on synthetic oil get 10k mile oil changes and this truck is rated for 5k.  Change the size of the tires to one that everyone makes.  ,
2005,11-12-2007,4,0.765,4.75, 2012 was a good car (my son's car with 120000) he still drives it. My 2005 with 72000 miles IS great.That's from personal experience.,
2005,31-10-2008,4,0.6369,3.875,Its turning capability.  Its easy to climb in and out of and we find that even though  we do not plan on having more than three adults at a time we are all happy with the space provided inside. Check timing belt and tires. Expensive to replace.,
2005,12-11-2008,4,0,4.5,drive shaft and transmissions ,
2005,21-10-2009,4,-0.4019,4.5,with tailgate and interior lighting  ,
2005,04-11-2015,4,0.25,5,I bought this to haul my elderly handicap parents and their scooters around town.  We all love the smooth ride AC and,
2009,10-01-2013,1,0.2584,3.125, I bought the car brand new in 2009 and it was a great drive at first.,
2009,07-01-2014,1,0,2,Google Tiguan fuel injectors and you will not buy.,
2009,12-01-2014,1,0.5709,2.25, 16 fuel injectors..3 throttle bodies... Nonstop breakdowns.,
2009,23-02-2015,1,0,3.125,It was so comfy and fun to drive esp on long trips.,
2009,01-03-2015,1,0.6249,1.875,I drove it about 20k miles a year.,
2009,31-03-2016,1,0,1, I purchased this car used a month ago and I wish I  did my homework before buying this car.We have owned it for little of a month and have put in $1100 for a seat belt sensor and now it is again at vw for breaking down on us for a time chain that broke that was fixed 10 months ago.Time Chains are very expensive and should last well over 100000 miles on a car not 8000 miles 10 months ago.I have owned many vw and this one is unbelievable.I will never again buy a vw very unhappy with vw of america and vw customer service.We have owned it for a month and have already put well over $4000 into it.,
2009,02-04-2011,2,0.5574,4.125,The transmission is smooth and both the interior and exterior are built with quality materials.,
2009,05-05-2011,2,0.3818,5, I have owned my Tiguan since October 2008 and have never had a problem.,
2009,02-06-2011,2,0,2,This is the best vehicle I have owned in my over 30 years of driving.,
2009,18-04-2012,2,0.1786,3.25, I am just ending my 4 year lease and I have had so many issues with this car that have added up.,
2009,11-04-2016,2,0.6249,1,The car was awesome for the first 2 years.,
2009,05-07-2011,3,0.552,2.75,But after about 50k miles I had so many problems!!,
2009,07-09-2013,3,-0.4767,3.625,Turbo,
2009,09-09-2014,3,0.3089,3.375,The 2.0 Turbo engine is fantastic and gives you the acceleration you need when you push down on the gas pedal.,
2009,18-09-2015,3,-0.8246,1, I love driving this car... I've even posted glowing reviews on Facebook about how great it drives on the open highway on twisting roads and in the city.   But at 89000 miles I've spent more money on maintenance than I spent in 250000 miles on my last car a Toyota Camry.     Unfortunately the tales of woe on Edmunds seem to be true....  replaced the intake manifold replaced a door handle had many lights burn out replaced water pump thermostat and cooling fans.   And a few other things.    Check engine light is glowing about 20% of the time.     I'm very sad about needing to give up on this car but I can't imagine the coming problems if I hold onto it.    It might work out OK for those who drive fewer miles but I need my car for some long distance trips.   Ultimately reliability trumps performance.      VW really needs to deal with this.     I'll never buy another one.,
2009,21-09-2015,3,0.0018,1, This car drives like a dream. It is the peppiest little car in its class; however at 88000 miles it is a money pit. I am so sad to get rid of this car. It is stylish and performs but I have poured more than $4k into in in 3 years and I am now facing needing to replace the engine because there is no compression. There were no warnings- just kabam. I will NEVER buy another VW.,
2009,10-12-2012,4,0,4.625,Although the look of the car is very nice and it's fun to drive and I never had any major mechanical problems - I still had issue after issue with this car.,
2009,15-10-2015,4,0,3,Dangerous erratic acceleration out pf the blue when it breaks.,
2009,05-11-2015,4,0,1,Fuel injectors that dont leak every 20000km,
2010,24-03-2010,1,0.6698,4.875,Now gas gage issue...dual fuel sending units.,
2010,26-01-2011,1,-0.5106,3.75,From the first month I have had miscellaneous electrical issues.,
2010,08-02-2011,1,-0.8413,3,Brakes brakes brakes,
2010,22-03-2013,1,0.9792,3.375, My experience has been a disappointment.,
2010,28-03-2015,1,0,3.625, I've driven and owned a numerous amount of cars in my life given my constant travels and former business assignments so I can say with certainty that this Tiguan is turning out to be an excellent decision to purchase. I grew up seeing many VWs Mercedes Volvos and Datsun/Nissans as well as Fords that were decades-old still on the road so I knew those brands were the way to go when it came to ownership. ,
2010,11-01-2017,1,-0.6107,1,Style performance.,
2010,19-04-2010,2,0.4939,5, I really like this car with one HUGE exception-every time I back up my brakes screech.  It is not a small squeak but a loud embarrassing screech.  When running errands I have to purposely look for parking spots where I will not have to reverse.  Really inconvenient.  The dealer says it is normal which I find unacceptable.  I see on other forums other VW users are experiencing the same issue.  This will be my last VW and I cannot wait to unload this one when I can.,
2010,30-05-2010,2,0,3.5, Owned a chevy and honda previously went with the Tiguan b/c the manual trans and looks... have had the car just over a year and it's been in the dealer for fixes 3 times (my chevy and honda needed nothing but routine maintenance). People warned me with buying a VW but I was like 'how can it be so bad if so many people have them?'. Well sadly I am finding out. I love the car but never imagined having probs with a car that's only a year old. How can VW shoot for achieving ,1 car sales if they make junk? Well this is definitely my last VW thinking of trading it for a Rav4 before I have to start paying for the repairs. Sorry to say I did have hopes of 6 years with this car. 
2010,26-05-2011,2,0.2263,3.375,VW should call this POS a lemon.,
2010,15-08-2010,3,0,5,Had the electronic parking brake stick numerous times it took a couple visits to dealership to replace sensor.,
2010,18-08-2010,3,0.3612,4.25,Fix the brakes and improve your customer relations or you plan to be globally number one won't happen.,
2010,24-08-2010,3,0.9602,4.25,DSG transmission seat comfort and visibility mpg,
2010,22-07-2015,3,0,5, We purchased the 2010 in 2012; we have had the radiator replaced (leak) intake manifold replaced (cracked) fuel injectors replaced spark control modules replaced motor replaced (blown) and two months after the motor was replaced I now have an engine light code P2187.  We give up trading this POS in this weekend.  ,
2010,07-09-2015,3,0.3612,1,Power lift gate,
2010,07-10-2010,4,0,4.375, This is my first VW after owning over 25 new cars. Like quality of body build feels solid. Interior is like Audi quality without the price. Seating is excellent as well as visibility. I am getting consistent 25 mpg combo hwy/city taking it easy with 6K miles to date. Only complaint is brake squeal when backing up after car sits a couple of hours. VW can't or won't resolve and it appears this is common with the brand. Talked with dealership and customer care -say brakes are to specifications so have a nice day. I told them how come I never had this problem with any other vehicles in the past. They say because you never owned a VW before. They make a nice product except for this issue.,
2010,11-11-2010,4,0,3.875,Another sensor is when closing the trunk the entire locking system freezing up- said it is a safety feature nothing wrong with car???,
2010,14-11-2010,4,0.7783,4.5,"Volkswagen has hit a nice mark with the Tiguan since it's a small SUV completely manageable for someone who's below 5'3"" tall. The car has a peppy pick up when on the highway especially if you shift it into Sports mode. This little car can run! It takes a couple of seconds longer to pick up highway speed on the regular Drive shift as compared to the Sports mode but in both gears it responds fast. ",
2010,21-11-2010,4,-0.5518,4.875, This is the third VW I've owned and I love it even more than the others. Nice clean styling combined with easy to use controls and great performance around town make the Tiguan a fantastic vehicle to drive. ,
2010,04-12-2015,4,0.9652,5,Panoramic roof controls and ease of handling.,
2010,10-12-2016,4,0,1,The heat/ac vents stink the little circle design looks cool but is not good functionally (esp on a hot day ac only hits your face and up). ,
2012,18-01-2012,1,0.6249,4.75,Got the color and interior that I wanted in the SEL (Opera Red with Black interior).,
2012,20-03-2012,1,0.9708,4.375, Had this car 5 days will update later.,
2012,26-03-2015,1,0,1.75,Can think of any,
2012,16-02-2016,1,0.128,2,The windows.,
2012,16-02-2016,1,0,3, While up until a few days ago I would have said I loved my car that has completely changed. I have been plagued with issues with misfires for 2 years. First an ignition coil then another ignition coil then a fouled spark plug (they have just been replaced with the 1st ignition coil) followed by a purge valve. ,
2012,19-04-2012,2,0.7783,5,  I never expected to do a dealbut i had read alot of good things about the new passat and went for a test drive.I tested the V6 SEL and i fell in love with it.,
2012,11-05-2012,2,0.128,4.5,Excellent MPG large interior great torque giving one great passing ability.,
2012,27-05-2012,2,0.6369,5, Very nice VW handles well plenty of room plenty of horses decent fuel Fender stereo.....like no other panoramic moonroof lets the sun in and no heat,
2012,10-06-2012,2,0.7096,3.625, Purchased a new 2012 Turbo Beetle 3 months ago.,
2012,16-06-2012,2,0,4.625,105 miles with approximately 5 gals used. I have been using it as a commuter car 20 miles average per day. 1/2 interstate the other Blvd/city driving. ,
2012,18-06-2012,2,0.9485,4.875,I would like to have seen more of the european look. It's now more subdued like the honda and toyota. I realize that's what they were going for just would have liked to seen a little more flow in the lines.,
2012,07-06-2013,2,0.4588,5,All of it!,
2012,12-07-2012,3,0,3.625, Great driving and handling.,
2012,13-07-2012,3,-0.34,3,The car has been in three times so far for the same repair and I am doubtful that VW will ever be able to correct the problem.,
2012,16-07-2012,3,-0.4019,3,They go down fine but stop and go when you close them.,
2012,16-07-2012,3,0,4.75, We've had our new VW Bug for about 8 weeks. Made one payment on it. Wish we knew about the window issue prior to purchase! 2 weeks ago traveling at 50mph the driver side window literally EXPLODED... yes I said exploded... sounded like a collision. Called the police as I thought someone may have thrown something that hit the window. Not so. Took to dealer where they prepared to fix the prob only to find that they called people in from Detroit Corperate to have a look see... the next day! Picture and all in hand the fix procedure was on only to find out the glass was backordered. Couple this with rude no-customer service and no reselution my next stop is the AG in the great stae of GA. ,
2012,19-07-2012,3,0.6314,4.5,Hopefully with enough pressure they will speed up a fix. ,
2012,24-07-2012,3,0,4.25,Although the car is a blast to drive I have been experiencing problems with the drivers and passenger windows.,
2012,25-07-2012,3,0,4.5, Just bought the 2012 Beetle on Saturday. Got a good price and loved the style and feel of the car over the Golf I was originally thinking about getting.,
2012,31-07-2012,3,-0.8674,4.875, I researched and negotiated a great deal over the internet with a local dealer.,
2012,10-08-2012,3,0.2006,3.75,very comfy for my 1:45 commute. Tons of trunk space. We have had Audi Volvo etc this is our favorite.,
2012,14-08-2012,3,0,3.25,There is a driver side window issue.,
2012,22-07-2015,3,0,2,It will work afar several attempts.,
2012,25-10-2011,4,0.7535,5,I have a call into the dealer asking for help. I suspect it's the tires. we'll see...,
2012,03-12-2011,4,0,4.75,Took over a month to get from the factory but has been well worth the wait.,
2012,04-12-2011,4,0.9106,4.625, This is my 3rd TDI. I've owned a 2003 Jetta TDI (5 spd) 2010 Jetta Sportwagen TDI (DSG). Neither of the newer models could reach the 47MPG that the 2003 Jetta got. That said the 2010 was a great car (39 MPG) but I've been waiting for the Passat TDI for the size and comfort. Both of which are 5's in my book. I've had the Passat now for 2 weeks and about 1000 miles. Averaging 41.5 MPG with mostly commuting at 70-75 MPH. Very nice car with one exception. At higher speeds the car seems to wander slightly as if you were driving through gusty winds requiring small steering inputs. A bit annoying i might add.,
2012,08-12-2011,4,0.6124,4.125, So far I have 2700 miles and have only filled (16 gal) the tank 3 times (first one on the dealer!).,
2012,27-12-2011,4,0,4.625,will not come up all the way all the time.,
2012,10-12-2015,4,0.7783,1,Like most of the others I have the window issue where it is a pain to get them back up. At first I thought it was some kind of special feature I couldn't figure out but after poking around a bit it seems I'm in good company.,
2013,18-02-2014,1,0.3612,5, Our new Beetle is our 7th VW.,
2013,02-01-2016,1,0.9298,4, 7/4/17 car has 60000 miles and still no problem. It's an awesome little car. If I had to do it again I would buy vw beetle convertible.,
2013,29-02-2016,1,0.6249,5,I did not have a Jetta in mind but the mileage and price were both right so I test drove it and to my surprise liked it a lot despite it being fairly vanilla on the style front.,
2013,03-03-2016,1,-0.4704,5,It rides like a much larger car but is fun to drive and quick in both acceleration and twisty roads and traffic. My wife is very impressed since she drives it to work because of the gas mileage.,
2013,16-02-2017,1,0,5,Gas is premium which one should get 28 city 34 highway. Road noise is as good as hard top. It can get pricy once you start adding options.,
2013,29-04-2014,2,0,4.625,I work as an outside salesperson and was looking for a car that would get great gas mileage and still have some style.,
2013,17-06-2014,2,0.9891,4.25, I bought my 2013 Jetta 2.5 SE with 4000 miles on it four months ago and it now has 15000 miles.,
2013,13-05-2016,2,0.5106,3,Now at 50000 miles the car still runs great. No problems so far and still very happy with my choice.  Still a great little car.,
2013,11-05-2017,2,0.0516,5,I'm avg 28mpg.,
2013,04-06-2017,2,0,5,"The new Beetle TDI is a far cry from our 2003 model with 490000 miles. It still gets 47mpg the new one is not so good but at 41-45 that ain""t bad.",
2013,08-09-2015,3,0.8514,4, I will start with the only thing that could be improved and that is the transmission. I have the DSG transmission and it is great and refined at normal driving speed (15 mph plus) However it is a bit rough when coasting to a stop driving through a parking lot and other slow situations. It seems there is more low end torque than the transmission knows how to handle and when it downshifts from 3rd to 2nd to 1st gear it is not as smooth as other non-diesel non DSG cars the dealer checked the transmission and all was good no defects were found. Everything else this car aces fuel economy is off the charts build quality is what you expect from VW which is excellent no squeaks or rattles the interior materials are solid and not cheap ergonomics are great and I love the no nonsense designs of the controls. The car handles great and the 2.0 turbo diesel has loads of torque which makes passing and merging into a freeway a breeze (no drama it just builds speed) Road noise is better than other cars I've tested on this segment and great for long journeys front seats are very comfortable and there is great leg room for the back occupants (I'm 6' tall). Trunk space is actually surprisingly good and mine came with a first aid kit. When it comes to fuel economy this car is a star especially on the highway I never get less than 550 miles per tank and have gotten as much as 610 in a trip from Florida to Michigan. In conclusion I highly recommend this car to anyone. I've owned this car for almost 3 years and I bought it used with only 5k miles on the odometer.,
2013,07-07-2016,3,0,5, Great and fun car to drive!  I would recommend this to any two-party couples to drive for fun!,
2013,04-07-2017,3,0.8954,5,Our previous jetta topped out at about 25 mpg but was also a great car.,
2013,01-10-2016,4,0,5, This has been a great car. I am 45 years old this week only owned 4 cars prior 1 Nissan and 3 Volvos. VW Jetta has been great no issues at all. Very affordable(Volvo out-priced me and stopped selling 4 series). So good that husband bought a 2015 Passat. Husband owned about 1cars since we married 24 years ago. Passat not as good as Jetta sorry to say. Never had any maintenance issues with Jetta. Only issues are it is sometimes hard to get key out of ignition and sometimes difficult to see out of rear window. Gas mileage exceeds what is printed on invoice.,
2014,09-02-2016,1,0.7351,5,I bought it on the spot. I've only had it a month but I can't say anything negative about it. It's a kick to drive.,
2014,28-03-2016,1,0,5,I test drove the TDI as was totally impressed with the ride. This car is tight. My biggest concern was how the TDI would handle acceleration onto the interstate and passing at high speed.... Wow! This car can keep up with anything.,
2014,20-03-2017,1,0.8309,3," Terrific to drive a true driver's car. I'm 6'4"" and I fit in nicely. Excellent gas mileage 30mpg on daily driving! Premium gas only.... The fit and finish is EL CHEAPO. Flimsy upholstery and lots of hard plastic. Rear seats are ""pretend"" it should be classified as a 2+2...Interior components fail having seat railings and the seatbelt changed under warranty. Also several issues with engine oil leaks were fixed under warranty and I am a rather gentle driver so reliability is not all that good at all. It looks beautiful it's designed to accommodate all drivers even very tall ones. It's great on gas and with the GTI engine it's a BLAST!",
2014,22-08-2014,3,-0.6249,4.5, I was looking for a 2 door hatchback on Edmonds.com and frankly didn't know the Beetle was a hatchback. After reading the general reviews I concentrated on the TDI rather than the gas 2.0 Turbo as it requires premium gas. (I have a fairly long commute),
2014,20-07-2016,3,0.8169,4,The fit and finish is excellent and you can't beat the styling.,
2014,26-10-2015,4,0.612,5,Love the styling and ride. Can't beat the mpg.,
2015,20-02-2015,1,-0.0831,5,Mechanically the car is a dream.  Strong excelleration breaking and handling.  The transmission is a lot of fun.  Using either the paddle shifters or the the sport shifter the response is instant.,
2015,12-01-2016,1,0.5908,5,We got the TSI instead of diesel (the purchase was before the emissions scandal) because we found it was snappier. We test drove A LOT of vehicles and are still puzzled by a) how under the radar it is in the US market and b) how reasonable the price is for the quality of drive and interior. Definitely check it out.,
2015,14-02-2016,1,0.8765,5,The side mirrors could include the corner oval that would help see cars right next to you in the blind spot but most cars will probably have electronic warning indicators in the near future.  The trans goes to neutral when you come to a stop so you CANNOT put your left foot on the brake and your right on the accelerator to pull into another lane in heavy traffic.  (As soon as you take your foot off the brake nothing is happening). It's a trade off for better fuel economy-less resistance on the engine when stopped. Occasionally the computer controlling the radio/nav has problems on start-up.  I've had occasions where the radio is on but no sound will come out.  ,
2015,16-03-2016,1,0,4,The Fender stereo setup is decent for the price range.  ,
2015,06-06-2015,2,0.8225,5,My only complaint is the slow system bootup of the electronics my wife's Nissan comes online instantly while the Passat takes as much as a full minute.  I'm hoping the upgrade in the 2016 resolves the glitch.,
2015,18-06-2015,2,0.7469,4.5, The Volkswagen TDI SEL 2.0 is a very good highway car in the $30k range with a strong turbo assisted diesel and great milage.   In eight months I am approaching 18k miles and am averaging 42 mpg which includes a good mix of bumper to bumper stop and go Tollway driving as well as open highway cruising. As pro reviewers stated it's solid  and very roomy.  The radio display is a bit boring with a basic red on black display and the response time is slow from pressing the touch screen to seeing anything happen. ( The screen is not an iPad),
2015,30-06-2015,2,0.9862,4.875,"One nice thing about this car is that my 6'1"" husband can sit in the backseat without his head touching the ceiling. Though he's not crazy tall we've still found that to be rare. ",
2015,27-04-2016,2,0,4,Trunk space is very decent and roomy. Back seat is very spacious.  Seats are comfortable and the combo leather and cloth is a good touch.  The cloth doesn't freeze in the winter or burn you in the summer. The sun roof opening is Ok and the wind screen is a nice touch.  ,
2015,26-05-2016,2,0.9183,4,,
2015,25-07-2015,3,0.9592,5,There are four things I've asked myself about this car but I still give it a 5-star rating and two thumbs up. First why no USB port?... just weird.  I mean they don't even have an iPhone 5 adapter.  If no USB port then they should send an inventory of adapters to dealers to outfit each car. Second why no heated seats on the S trim when even the base Jetta with cloth has them?  I live in Colorado and use the heated seats from time to time.  Now I'll have to pay $450 for a local shop to install them (with most of the cost in labor).  Third (and this applies to all Golfs in general) why not just put a soft plastic upper panel on the back seat passenger doors and match up the quality of everywhere else in the car?  My prior JSW had that.  Lastly I've heard the reasons why they dropped the IRS from the GSW and Golf TDI to accommodate emissions and I find it tuned okay but it just bothers me when I think about it.,
2015,31-07-2015,3,0.971,5, This car is miles ahead of the previous Jetta wagon. I opted for the optional lighting package really gives the car a high end feel.,
2015,31-07-2015,3,0,5, Seeing only two consumer reviews on Edmunds at this point is kind of disappointing for how great this car really is.  I have the S trim so now there's an SEL and SE and an S review. I wasn't willing to buy up to the SE trim at this time but I find a lot of value in the car even at the S level.  I had bought the 2015 Golf TSI SE as well earlier in the year but kept finding that with 3 kids and a dog and road travel the extra space was needed.  However in owning the SE things like the sunroof Fender audio heated seats RSWs etc. were all nice but I really liked how solid and quiet the Golf was to drive.  It made driving easy and that's what opened me up to try the S trim.  It's a real shame this is a niche car all because of the influence of the truck/SUV on American mind sets.,
