year,date,qtr,Vader Sentiment,Normal rating,review,
1990,05-04-2012,2,0,4.125,smooth ride. I've been test driving cars that are ten years older and I still prefer how mine feels. I drive a v-6,
1990,13-04-2012,2,0,4.875, I'm at the point where I have to decide if it's time to let go and the truth is I just don't want to! I can't even find a kbb value for a 1990 but mine still looks pretty good and only has 140000. miles. It needs a little work now but for 6 years I didn't put a drop of money into her except oil changes.,
1990,01-04-2014,2,0,4.375, For what it is my 1990 Camry is by far the best car I've owned.,
1990,29-05-2014,2,0,4.875,May have recharged the ac once.,
1990,25-09-2002,3,0.9694,3.5,That it could last forever!,
1990,05-07-2003,3,0.8682,4.75,Great sound system as I play cds from Hank Williams to Metallica!,
1990,09-07-2003,3,-0.128,4.75, I just traded in my 1990 Camry DX and ,
1990,06-07-2004,3,0,4,vehicle and now use it as a daily ,
1990,18-07-2006,3,0,4.125, Picked up the 4Runner as a second ,
1990,16-08-2010,3,-0.6181,2.125,Fun to drive excellent body style compared to the newer ones. Great engine and can definitely tow as I have. Virtually maintenance free and did I say she's beautiful to look at!,
1990,25-08-2010,3,0,4.375,I also own an 07 Subaru legacy and I actually keep it in the garage most of the time because there's no point putting miles on it while the Camry still runs perfectly.,
1990,01-09-2010,3,0.6369,4.25,It's built to get you from point A to point B comfortably and reliably and that's exactly what it does.,
1990,21-09-2015,3,0.4641,4,Crush for scrap and meltdown.,
1990,28-09-2016,3,-0.6808,5,Overall it has been a great vehicle. It has a lot of cargo space and the rear heater is nice in the winter. ,
1990,26-11-2002,4,0,4.875,It never had enough power.  The 4WD ,
1990,12-12-2003,4,0,1.875, I bought the vehicle from a Toyota ,
1990,28-11-2008,4,0,4.875, I have had my 4Runner for 10 years now having bought it used with 75000 miles on it. It scared me at first because I thought I was driving a truck after owning a small Honda Civic. This baby has been through thick and thin with me. I have used as a true SUV and not a show car like I've seen in California. Some have complained of now guts or power. I have the V6 engine with a 5 speed and have NO complaints. The 4 wheel drive works like a charm. I wouldn't own an automatic in a SUV (show car) and I have 250000 on it and I'm considering a rebuild before it dies. I love this car!,
1990,01-11-2010,4,-0.3495,4.5, Love this car. Bought it in 2005 with 30000 miles on it. Did not realize what I was getting into when bought this car. Drove this car to Los Angeles and back a few times. Easy. Filled up twice. For 700 miles. I mean come on. Being a '90 model with a top speed on 110 mph. This car can actually reach that speed. I find that very impressive. Acceleration is outstanding and really just very fun to drive. Lots of great memories in the car and I recently crossed 85000. I expect this bad boy to be with me for a while. Not a scratch. Not a tear. Everything is functioning. And body in pristine condition. Real lucky to drive this car. Will take care of it as much as it takes care of me.,
1990,09-11-2015,4,-0.6249,4, My grandparents bought the 4Runner new in 1990 then passed away in 1991. My mother inherited it and it was her main vehicle until her death when I inherited it.,
1991,26-02-2002,1,0,4.625,with the 4.5 liter V6 which has 212 HP ,
1991,21-03-2002,1,0.4588,4.875, I purchased my V6 Camry DX brand new in 1991. It has 135000 miles. There were absolutely no problems. The engine runs like it was new. It is very low maintenance and I'm very happy with it.,
1991,29-03-2002,1,0,5,loves it. Only normal care needed ,
1991,19-02-2003,1,-0.4019,3.75,wanting it to leak fixed the leak. the starter ,
1991,19-02-2003,1,0,3.75,over a 1991 or 1992 which has a v6 with ,
1991,21-02-2003,1,0.3716,4.25,would recomend buying a 1993 or newer ,
1991,01-03-2003,1,0,4,oil and filter one time a year. Truck ,
1991,12-03-2003,1,-0.4215,3.5, The truck is very good off road.  4 ,
1991,31-03-2003,1,0,4.375,only 155 HP. I love the 4x4 and the ,
1991,08-02-2004,1,0,4.75,let me down. I use mobil 1 and change ,
1991,25-02-2004,1,-0.5859,4.25,contacts went out the the power steering ,
1991,02-03-2004,1,0,4.125, I got this vehicle in 94 for $16K with  ,
1991,29-03-2004,1,0.4927,4.75,wheel drive always works.  Engine never ,
1991,21-01-2005,1,0.5563,4.625, If you are planning to buy a used car,
1991,04-01-2006,1,0.4019,4.375, Bought this last year from a person in town and love it!  Have had to replace head gaskets but it's got 270000 miles on it and still runs perfect!  I have taken it off-road and it does geat.  Still tight and all the major stuff still works.  Amazing vehicle!,
1991,27-03-2008,1,-0.7273,4.75,Power,
1991,24-01-2010,1,0.3612,4.75,obvious rust atthe time. it since has ,
1991,31-03-2011,1,0,4.375, I bought my 1991 Land Cruiser in Oct of 2009 with just over 120K on the odometer (a rare find indeed). Although not perfect the pros definitely outweigh the cons especially when you consider this is a 20 year-old used vehicle. Toyota quality is impeccable as expected; this truck will run forever if you treat it right and do all the correct maintenence. Things are going to break on a 20 year-old vehicle and it isn't going to be cheap but compared to anything else out there that's 20 years-old the problems are minimal. If you want a go-anywhere vehicle that can seat 7 and last a lifetime look no further than the Toyota Land Cruiser.,
1991,05-03-2014,1,0.6943,5, This car is a wild beast. There is literally NOTHING the 4runner can't handle. My friends and I have taken her through streams rock climbing mudding and playing in the snow. I am so mean to this car yet it has never once failed me. It keeps going no matter what you throw at it. Lots of room reliable engine and it just looks so bad ass! I think it's important that you get the manual version though because automatics aren't as much fun and don't give as much control. If you want a car that will keep trooping past 250k miles this is the one for you. Take care of it and you will love it forever.,
1991,30-01-2017,1,0.3612,1,None,
1991,13-05-2002,2,0,1.75, I bought this car in summer of 2000 as ,
1991,20-05-2002,2,0,2.25,gear box. ultimately it cold have broke in ,
1991,31-05-2002,2,0,4.875, Bought this car for my mother. She ,
1991,10-06-2002,2,0.9241,4.5,Power seat belts.,
1991,18-06-2002,2,-0.1531,4.625, Great fun driving car,
1991,02-04-2003,2,0,4.25,door. Reliable except for the common ,
1991,21-05-2003,2,0.9831,2.75, many many problems all started with not ,
1991,07-06-2003,2,-0.4295,5,Economical reliable very fun to drive and handles very well.  Surprisingly it has some good get up and go to.,
1991,09-06-2003,2,0,4, I bought this car as a commuter and it had only two previous owners.  Extremely reliable I only had to replace the radiator and some typical toyota camry rust spots over the wheels.  Other than that It never gave me a problem.  Very good on gas and didn't do all that bad in the snow.  I was very sad when I totalled it last year in an accident.  I would definitely buy another one.,
1991,18-06-2003,2,0,4.75,None,
1991,02-04-2004,2,0.5719,4.25,I wish there was a heater in the back.,
1991,04-04-2008,2,0.7845,4.75,oiltires etc. A great no-problem car!,
1991,14-05-2008,2,0.5994,5,after my mother passed away and she ,
1991,03-06-2010,2,0,4.75,EXCEllENT mechanical condition with no ,
1991,06-06-2012,2,0,3.75,60K mi on it it now has 178K w/ a ,
1991,07-04-2014,2,0,3.375,for a new driver or someone going off to,
1991,19-09-2002,3,0,2.5,every 15kthe truck was still in ,
1991,01-09-2003,3,0.7647,3.75, This thruck is great but lacks power I ,
1991,28-09-2004,3,0.9556,4, i purchased the truck used at 132k by ,
1991,16-08-2006,3,0.8987,4.5,Clearance reliability tolerance power design ease of fixing ,
1991,05-09-2007,3,0.0093,4.25,My favorite features are the exterior rugged features strong running engine extremely durable and if something breaks it really is not that hard to fix. The interior is large and the seats fold out of the way for extra storage and space.  ,
1991,27-09-2007,3,0,4.375,small amount of rust-thru below the gas ,
1991,12-08-2009,3,0,3.25,my first car (thanks to parents) and ,
1991,24-08-2009,3,-0.6368,4.5,Will go anywhere Toyota Quality still looks great limited production runs make this a classic in the making.,
1991,02-08-2010,3,0,5,bought this car from my next door,
1991,10-07-2011,3,0,4,a lady who had it serviced by toyota ,
1991,25-08-2011,3,0,1.25,loved it. My daughter took it over ,
1991,06-09-2015,3,0.4939,4,Lack of power bad gas mileage maintenence can be pricey (if you take your vehicle to the dealership).,
1991,26-12-2002,4,0,2.25,has 150k. The truck has some short ,
1991,31-12-2002,4,0.9406,4.625,Build quality style off-road ability.,
1991,15-12-2004,4,0,4,failure of this V6's head gaskets. ,
1991,31-12-2005,4,-0.7003,4.375, I purchased my Land Cruiser in pretty bad shape but I had the engine gone through from every seal and hose and everything in between. Although the initial investment to get it running right cost a lot I could not be happier. In the time since then I have added a new paint job all original new tires battery and went through the interior to replace missing parts. One modification I would tell everyone to do is switch it to partial 4WD this allows for 2WD during the the summer or non-bad weather/roads. I bought my kit for the front differential and hubs from Australia for about $500 and the labor brought everything to under $1000.00. This has saved me tons of money. It goes anywhere.,
1991,09-10-2008,4,0,4.375,less rust,
1991,23-12-2008,4,0.8126,4.25,Comfort and reliability,
1991,08-10-2009,4,0.8851,4.625, I bought it for my daily commute car (100 mi a day) it has been excellent! The car now has over 318k uses approx 1 qt oil between changes gets 32-35 mpg as runs great!! Keep up with the maintenance & they'll last a long time. I'd buy a newer one if I had the money it is a great car & EVERY one still works!! Only bad is they rust easy...it has a few places needing attention.,
1991,25-10-2009,4,0,4.875,neighbor in September and the car has,
1991,05-12-2010,4,0,4.25,college... this is the car for you. I,
1992,20-01-2003,1,0.4927,4.125, My 4Runner has lived in the Phoenix ,
1992,03-03-2003,1,0.8687,5, this is one of the best vehicles ever. ,
1992,19-03-2003,1,0,5,Valley and Southeastern part of Arizona ,
1992,20-01-2004,1,0.4865,4.125,Fun to drive.  Good acceleration for a smaller less powered car.,
1992,30-01-2004,1,0.4215,3.5, I bought this car used with 53000 miles.  It now has 247000 and doesn't want to quit.  Extremely reliable great on gas.  No major repairs just maintenance.  Always starts and runs well unless I forget to turn off the lights.,
1992,18-01-2007,1,0,4.875, I first bought this truck from my friend and it is the best car I have ever owned. It now has 141000 miles on it and it's still truckin. I have had to do only one head job on it but that was a dealership recall. I love it how this truck can go anywhere anytime. It has the perfect amount of cargo room mostly when you fold down the rear seats. This truck is perfect in an offroad environment too. I can definitely keep up with all the other guys in there souped up trucks in the sand. If your looking for a fun truck that lasts a life time and maybe even longer this should be your truck.  ,
1992,17-03-2008,1,0,4.875,someplace you drove a Cruiser.  Not ,
1992,15-03-2010,1,0.4389,4.875," I bought this car when it was 2yrs old and in mint condition. I've had it for 16 years with no plans to sell it nor any need to.  When gas is low and it starts hesitating just say the word ""gasoline"" and you get a few extra miles to get to a gas station ;-) It's THAT reliable!",
1992,08-04-2003,2,0,4.625,riding with me. just about all toyotas ,
1992,27-05-2003,2,0.8122,2,of my frinds are jelous when they go ,
1992,11-06-2003,2,0.6597,4.375, I bought this car in 2003 when it was 11 years old. I must say that this car has absolutely served its purpose! For a 16 year old car with 149K on it it's extremely reliable! The car averages 29-30 mpg in the city and 36-37 mpg on the highway. Only a few minor maintenance issues in the nearly six years I've owned it. Despite it's dated styling considering its performance I simply can't justify the expense of replacing it with a new car. Mine is a wagon and I wish Toyota would still offer new Corolla wagons in the US. Crossovers and SUV/s don't get the same mileage as plain old wagons.  If you're looking for a reliable used car definitely put the Corolla at the top of your list!,
1992,24-06-2003,2,-0.2755,4.25,vehicles after 50 hours of work every ,
1992,28-05-2004,2,0.8653,4.25,Safety features - air bags and other things that have been added since 1992 at high speeds on highway wind noise.,
1992,28-05-2005,2,0.6696,4.25,The only thing I would suggest would be taking out the cross-over pipe behind the block and running a Y-pipe for the exhaust. ,
1992,24-05-2006,2,0,5,for 10 years.  I have had all the ,
1992,15-04-2007,2,0.795,5, My husband and I bought our Toyota Corolla DX new in 1992.  We still have it today 15 years later. It has almost 190000 miles now.  We just love it! It is extremely reliable in fact we have never been stranded in this car.  It takes whatever you do to it even inconsistency in maintenance. The body is rusting around the wheel wells but the car runs like the day we bought it.   We are looking to buy another Toyota since this car came out before air bags and we think we should have them for safety.  We bought this car when our daughter was in pre-school.  She is now in college.  It is a part of the family!  We will hate to see it go but hope we can find another Toyota just as good.,
1992,03-05-2007,2,0.8864,4.75,Excellent reliability very easy to drive easy to park especially on city streets  excellent on gas - only fill up once a week and goes forever on one tank.  Most paid for one tank was $30 last week with price of $3.01 a gallon. For many years before gas crisis $10 per week filled it up.,
1992,14-04-2010,2,0,4.375,love it. it is in very good shape. alot ,
1992,30-04-2010,2,0,4.625,Guinea where if you wanted to get ,
1992,03-07-2002,3,0.6369,4.375,it has been my first vehicle. and i ,
1992,18-09-2003,3,0.6705,4.5, This car is a beast. Mine has 324000 miles on it and still runs like a top. I've had to make two serious fixes - the clutch and exhaust manifold but that's just wear and tear. Keep the tires inflated and the oil changed and you can get 40 mpg in the city on this thing. Under the hood is simple the interior is comfortable - it's no lexus but it works. The air conditioner stays cold and the rear defrost works like new even after all these years. The only bad thing I can say is the handles break easy in the cold but anything plastic will do that.,
1992,25-07-2004,3,0,4.625,the dealership or authorized Toyota ,
1992,04-09-2006,3,0.9843,4.625,I love everything about this truck!,
1992,17-10-2002,4,0,3,week.  This truck is very reliable but ,
1992,25-11-2002,4,0.8543,4.5, I spent my formative years in Papua New ,
1992,22-12-2002,4,0,3.875, I am a chevy mechanic and yes I own a ,
1992,21-11-2005,4,0,4.125,maintenance on the vehicle performed at ,
1992,05-12-2008,4,0.6486,4.75,Maybe newer models already have this: Interior lights above rear view mirror instead of middle of roof. Better sound system. Stronger door handles.,
1992,28-12-2008,4,-0.6114,4.625,I like that when unlocking the driver's side door a second twist of the key unlocks all 4 doors. Same is true when locking doors.,
1992,02-10-2009,4,0,3.75,much has changed.  I visit Hoduras ,
1992,08-10-2011,4,0.4019,4.125,yota.  I don't like working on my own ,
1992,10-10-2011,4,0,4.75,lacks power BIG TIME!!!  This 3.0 is ,
1993,19-03-2002,1,0.9432,4.5, This car has been exceptional. The only draw back has been poor gas mileage.,
1993,03-03-2003,1,0.9664,4.375, I bought this vehicle because needed ,
1993,15-01-2010,1,0,4.5, This has been great truck / SUV.  I have never had any electrical problems that others may have experienced.  I have 257000 miles on it - original engine water pump starter and alternator.  Engine and trans have never been apart.  Regular maintenance keeps her running.,
1993,07-06-2007,2,-0.4404,4.375, Former 1991 4runner owner and bitter at that after discovering I owned the worst engine Toyota ever built and having vowed never to own a Toyota again.  Our old but new to us 1993 Land Cruiser proves why Toyota is the top automaker. We found our LC after driving new used and all possible choices between. After a friend told me the old LC's are great trucks and can go 200+K with no major failures we took a reluctant look at the beast. A week later we found a 1993 for sale by original owner wife driven 8000 miles or less per year all 100K maint already done. We bought the old LC and have been impressed ever since. Great truck smart engineering - true Toyota quality. ,
1993,12-06-2011,2,0.5106,4.5,Gas Mileage,
1993,26-08-2002,3,0,4.375, I've had this car for almost 10 years. ,
1993,17-08-2003,3,0,4.625,something more refined than the '99 ,
1993,18-08-2004,3,0.9698,4.625,Being able to haul all our stuff and friends in decent comfort drives like a champ compared to American SUV's with 100+K - truth be told it drives better than most new American SUV's minus the occasional stiff jolt from the solid front and rear axles.,
1993,20-08-2005,3,0,4.5, I can't rave enough about this vehicle. I would upgrade to a newer model but this is a fun off-road and on-road vehicle. Only drawback is taking out a loan to go to the gas station.,
1993,13-09-2005,3,0.6652,4.5,All-around great quality tank.,
1993,07-08-2006,3,0.5719,4.375, Have owned the Cruiser since 1994. Have fallen in love with its brutish design and it's great fun driving it off road. I drive it on the sand all summer and town the boat all around the Cape. I couldn't have asked for a better car. It still runs great despite the odd repair here and there. I recommend for all who have the money to buy one.,
1993,27-09-2007,3,-0.4767,4.625,It has always provided a tremendous feeling of safety - especially in driving during inclimate weather.,
1993,07-09-2011,3,0.5719,4.625,Solid front axle in the 91 - 97 (and earlier) Land Cruisers are hard to beat.  I have no play in the steering wheel and she drives absolutely straight.  Good stiff suspension.  Engine is absolutely flawless and idles smooth.,
1993,06-08-2012,3,0.6249,4.875,Arm rest. Gas mileage. If you're scared of the price of petrol don't get this vehicle.,
1993,26-10-2002,4,0,4.25,Rocks!! enough power and the cooler it ,
1993,26-12-2002,4,0,3.75,Ford Ranger I owned this Toyota ,
1994,03-01-2003,1,-0.296,4.875, There is not a more reliable rig in the ,
1994,27-01-2003,1,0.3612,5,matched by no other car out there.,
1994,29-01-2004,1,-0.4588,4.375, I have owned this truck for about a year now and it runs like a tank! Not one problem. It has around 110K and oil changes are all I have had to do. Best truck I've ever owned!,
1994,29-03-2008,1,0.9738,4.625,looks reliability fun to drive,
1994,05-02-2009,1,0.5106,3.625,none as i know other people complain about mileage what do you expect for 3 ton vehicle if i wanted mileage i would have bought a vw bug ,
1994,15-04-2002,2,0,4.875, This is by far the best built ,
1994,28-04-2004,2,0.8832,4.25,*the standard CD player is junk..... it's the one thing that's aged. But I left alone for those who want to get a certain cd player  * Oil leak  * new antenna  * passenger seat is motorized but needs to be fixed. It's stuck  * a new intake hose it costs &120  * new hub caps,
1994,08-05-2009,2,0,4.625, I truly enjoy my car and am so proud to drive it. It drives smooth and great rocky terrain.  It's soo spacious and easy to maneuver. But as a college student I'm looking for something smaller now. ,
1994,19-08-2002,3,0.6792,4.375,Reliability and looks. ,
1994,29-09-2002,3,0.4939,4.625, I have had this car sence 1994 and I ,
1994,11-08-2003,3,0,4.625,goes built like a tank. The quality is ,
1994,13-09-2008,3,-0.3612,4.75, This truck purchase has been a great investment.  Its body style is timeless - I'm often told by people they think it's 8-10 years newer.  Hauling 8 people around is a great feature.  It tows my trailer and camper around as if there is nothing behind it.  The gas mileage is not anything to write home about but that's about the only negative aspect.  My wife loves it!  I try to put her and my kids in it when there is snow/ice on the ground.  The 4 wheel drive has great traction and I feel very safe when I put my family in it.  Great decision to buy! ,
1994,10-10-2003,4,0.6369,5,automobile or SUV ever.  It goes and ,
1994,03-10-2007,4,0.9523,4.375,My favorite features are definitely the 4WD sun roof third row leather seating spacious the 8 surrounding speakers rock and how safe the car is and it's 15yrs old but looks amazing!,
1994,08-11-2007,4,0.9728,5,8 person seating 4WD bodystyle towing power features durability excellent build reliability.,
1994,25-10-2010,4,0,4.125, Best vehicle I ever owned great in snow reliability is awesome comfort is good and can't beat the build quality at 211000 miles still runs great uses no oil why cant they make them as good as they did in 94.,
1995,28-03-2002,1,0,4.75, The Land Cruiser is the ultimate in that it is legendarily reliable at all times.  It is as comfortable in the city (power economy ride size braking etc.) as any other SUV but the ultimate off-road.  It is very steady and built like a tank.,
1995,22-01-2003,1,0.6597,4.625,Full time four wheel drive with viscous coupling center differential. Room for seven Comfortable,
1995,04-01-2005,1,0,4.875,it already and have put 25K more on it ,
1995,25-02-2005,1,0,4.25,strong!,
1995,02-06-2003,2,0.3832,4.5, I bought this truck with 150K miles on ,
1995,12-05-2004,2,0,4.5, Just bought this 1995 with 98150 on the clock.  Unbelieveable how tight and rattle free this is.  I am an ex 1999 Chevy Tahoe owner and while the Tahoe has more interior room and power it lacks the manners handling and off road capability that the older Toyota has.  I understand that this is the last year of the really heavy duty suspension.  So far I would buy this vehicle again and again.  ,
1995,11-08-2009,3,0.4374,4.5,More horsepower.,
1995,29-08-2009,3,0.5562,4.5,Reliability! Off road ability!,
1995,01-12-2002,4,0.5106,4.25,More driver seat leg room.  Slightly more power and slightly better mileage if possible.  More cup holders.  Longer lasting brakes,
1995,08-12-2003,4,0,4.5, It has over 181500 miles and going ,
1996,18-01-2003,1,0.3612,4.75,Fuel economy is around 12mpg overall.  Like to see a little more legroom up front.,
1996,06-01-2004,1,-0.0993,3.625,Visibility looks toughness simple functionality spaciousness and reliability.,
1996,11-03-2005,1,0.6369,4.5,1993 Range Rover County LWB 1996 Range ,
1996,12-02-2006,1,0.0516,4.125, After 9K miles in four months I am ,
1996,31-01-2008,1,0.7351,4.125,Gas mileage.... I think even the new models get the same mileage I guess because this truck weighs a lot.,
1996,23-02-2008,1,0,4.25, A little surprised at the maintenance ,
1996,17-03-2009,1,0,4.125, I bought this car with almost 90000 miles I was a little nervous buying a used car with so many miles and for $15k.  I have now owned this car for 5 years and now have 140000miles there is a reason why these truck are legendary the are build strong and made to last.  This car is more comfortable than many newer cars and extremely reliable and excellent in the snow.  Other than some minor repairs and bad gas mileage the car will last forever.  I use this truck for everything from family trips to towing the boat to daily commuting like I said it is built to last.,
1996,04-04-2003,2,0.3612,4.25, Bought the Land Cruiser because I heard of its great reliability.  Its been a good car able to haul kids up skiing and having no trouble with snow.  My problem is maintenance.  It goes through brake pads and rotors.  Second set of rotors in 80000 miles.  Also had the head gasket blow out in Vail which was extremely expensive.  Spent far more on maintenance on this car than any other I've owned including my Fords.  I leave it in the garage except to haul kids skiing.  Think I got the LC Lemon.,
1996,28-06-2005,2,0.3612,4.375, I purchased this vehicle used in 1998 with 38000 miles. I bought my first Land Cruiser an FJ40 in 1976 and my first wagon in 1978. You cannot beat the durability and reliability of this vehicle. It handles very well rides smooth and quiet on road and will go just about anywhere offroad when needed. It will never leave you stranded.,
1996,06-04-2009,2,0.3597,4.875,Landcruiser Owner would call it ,
1996,15-09-2002,3,0,4.75,Landcruiser. FJ80 as the more avid ,
1996,01-09-2003,3,-0.0516,4.625,more cupholders side mirrors aren't motorized (although the mirrors within are).,
1996,17-07-2005,3,0,4.5, I've had my LC for 7 years and the only things I've had to replace are tires and brakes.  The car is bulletproof not just in toughness but also styling and functionality.  Surfing out of the way spots is a piece of cake.  Driving in snowdrifts -  no problem.  Pulling up to the finest restaurants - you feel totally comfortable and stylish.  This car will be used for years to come and will never be sold...,
1996,17-08-2008,3,0,4.625,Knowing that you have a tank like ,
1996,08-11-2002,4,0.6269,4.75,vehicle until I purchased a 96 ,
1996,07-12-2002,4,0,4.875, Never have I been so confident with a ,
1996,28-12-2002,4,0.1548,4.25,costs. Bought this vehicle used at 78k ,
1996,13-12-2004,4,0.8422,4.875,Smooth ride for the age great in bad weather comfortable for long trips huge amount of space for loading.,
1996,25-10-2008,4,0.3697,3.5,Solid construction and 'go anywhere' capability. The straight six has tons of torque and is absolutely reliable.,
1996,21-11-2010,4,0,4.125, I love my truck. My previous SUV's were ,
1997,01-03-2002,1,0.4019,4.75,The problem with this suv is that its so good you don't want to let it go. I have put 335000 miles on it. It drives better than many new suvs coming right off the showroom. The only repairs in 15 years have been 1 radiator and 1 alternator. The power antenna just got tired of going up and down so now it just stays up. I had to re-upholster my two front leather seats a year ago due to normal wear and tear.,
1997,20-02-2003,1,0.4019,4.625," How do I say ""I AM GLAD I DID"". I did my research and made my purchase.  If you enjoy getting into those hard to reach places where only few can travel;  This is definitely the vehicle for you.  Everything the write up's say are only speaking from the tip of the ice berg. I have traveled from my home in the highland deserts of SoCal to the even higher lands above Estes Park Colorado which was in the 11000 ft above sea level range. I presently live in North Western Louisiana. Believe me when I say that my Cruiser has been there.  It presently has just over 300000 miles on it and runs like new.  Thank You Toyota.",
1997,03-06-2003,2,0.4215,4.75,"If you are a tall person this may not be the car for you. There is not a lot of ""leg room"" in the front seat. I hear that there is an adjustment that can be done for more leg room but...  I also wish my 97 had a little more tow capacity. It is 5000 lbs. But I am willing to sacrifice. 98 and later models get to 6500. ",
1997,04-05-2005,2,0.8881,4.75,I love the handling of the LC it handles just as good or better than a car. And I love that I have so many speakers. If I had anymore I would be at a concert. I like the tank feeling and as you can see I could go on and on.,
1997,10-06-2006,2,0.7269,4.625,Gas mileage. For new price circa $40000 poorly executed interior!! More HP!! Better weight distribution. Heavy. Brakes sluggish. Rear window doesn't roll. ,
1997,06-06-2007,2,0.1471,4.25," Bought used in 03/2006 with 145000 miles. With lockers condition collector's edition had to purchase it. So far no mechanical/major problems but the AC stopped working. $900 to fix leak on condensor!! The reliability and the ""guts"" of the Cruiser are unmatchable. Snow rain no problem. Confident ride in such conditions. Fun to drive in nice fall weather. Windows roll all the way down. Huge sunroof. This vehicle will get you from point A to point B no doubt. However it'll cost you 11-13 mpg. The ownership expenses add up: insurance oil gas tranny fluid diff fluid larger tires. Basically if you have excess spare cash to burn a very reliable superb vehicle!",
1997,30-06-2007,2,0.9236,4.5,All features are great.,
1997,22-06-2009,2,0.9571,4.875,The look 4-way adjustable seats reliability driving it off road capabilities people's comments of my car safety can hold 7 people in a pinch.,
