year,date,qtr,Vader Sentiment,Normal rating,review,
1992,28-11-2005,4,-0.5704,4.5, I bought this car new in 1992 knowing almost nothing about Honda.  I got it because it had 92 hp instead of the paltry 70 the CX and DX had.  It also had cloth seats aluminum wheels and about 5 more mpg.  I planned to sell it when my 1969 Mustang came out of restoration shop but fell in love with the car.  I added the cargo cover cruise control intermittent wipers body side moldings floor mats rear speakers from an SI tinted windows factory clock the tall console with pad which is essential for a comfortable driving position  and AMFM CD with Sirius.  The car is easy to maintain gets about 43 city and 50 hwy.  On one trip to Iowa I filled up the 10 gallon tank in Austin TX and drove to El Dorado Kansas where I put 9.6 gallons in.  That averaged 57.7 mpg driving at 65 mph.  I have never gotten less than 42 mpg and that was in summer AC blasting in city traffic.  I just brought it in to have it rebuilt at 489k.  I will never sell this car.  I painted it once and the interior is still very good.  I wonder how many people have a one owner VX?   I just found out how many were made.,
1992,31-08-2006,4,0,4,Nothing really except rusting occurs but who can really complain car is over 20 years old,
1993,04-03-2002,1,-0.9317,4.5, Bought at 122000 miles now at 174000 ,
1993,25-06-2004,1,0.296,5,Seemed to chew up CV joints -- had to replace them twice; had some roll on cornering; road noise at higher speeds.,
1993,16-07-2006,1,-0.5538,4.5,Rust in rear wheel wells (chronic problem w/model); too much road noise; seating position may be too low for some. A/C may use some extra air flow. DX trim means only power steering and A/C Not too much to complain in an econobox; it'll take you from A to B with no problem.,
1993,01-05-2008,1,0,4.625, I just reacently purchsased the car ,
1993,25-06-2002,2,-0.1786,5,Quickness and light clutch.,
1993,30-09-2003,2,0.9509,4.375,Creatively engineered hatch great room for luggage back lights sleek window design very light fuel economy guaranteed 55mpg in hwy. I've experienced 61mpg half the time in long trips. Capatible with 99 civic si interior very easy to modify interior easily placed (but expensive) OEM moonroof,
1993,14-01-2004,2,0,4.5,miles! With regualar care this car will ,
1993,07-10-2005,2,0.8174,4.875, Car keeps going and going.  Fuel economy is not as good over the years but can has never let me down in 7 years.  Body can't keep up with engine will begin to rust especially behing the rear wheels (defect on many Honda models)  ,
1993,10-04-2006,2,0.5411,4.5," My 93 Civic LX has >130K miles and STILL gets >30 MPG!  DOHC engine still very quick and reliable -- cruise very comfortably at fast speeds (would NEVER do with other older-mileage vehicles). Mechanically excellent but some of the interior components starting to deteriorate after 13 years (LED on stereo speakers plastic door handle snapped spring clip for wipers).  Recently test-drove 2003 Civic EX -- difference in performance between 2 was negligible -- I was quite surprised! (Or maybe I couldn't really ""test"" it because salesperson was sitting next to me). Best car I've owned yet!",
1993,11-06-2006,2,0.9308,4.5,Tight handling fast acceleration in low gears easy-to-shift gearbox comfortable ride for the size.,
1993,28-05-2008,2,0.9041,4.75,Lacks rear passanger room for 5 adults. Get a 96-00 hatchback if you need more rear passanger room. Too much wind noise but can be reduced with thicker weather stripping and dynomat.,
1993,24-12-2008,2,0,4, My Honda Civic has been an excellent ,
1993,10-03-2009,2,0.9099,4.5, Got car with 150K and unknown maintenance record. Used for commute and some long road trips (1000+ miles) without any problem. Very frugal on fuel and maintenance good brakes decent takeoff good steering and handling seats 4 w/comfort heating/cooling OK good trunk space. The bad: Engine started burning oil at 175K miles. I like mechanics so I did a partial rebuilt (piston rings were worn) and took care of things that mechanics could not (e.g. oil leaks). Cost: about $400 (parts+tools) Car has run great ever since; now at 205K miles gets 25-29mpg in only-city driving and 35-40mpg hwy. We got stranded only once when ignition coil died at 197k miles. Overall I love the car!,
1993,16-04-2011,2,0.5719,4.25,car. It gave me one semi-major problem. ,
1993,23-06-2003,3,0.9642,4.75,Fuel economy handling sharp shifting (manual trans) even after 205K!!!. Quality: OE radiator lasted 198K miles OE clutch lasted 180K+ miles. Brake cylinder replaced 2k miles ago. Engine trouble came after 175K (which is 11+ years of driving).,
1993,08-11-2005,3,0,4.875," Best econo car ever made and owned so far. Very easy to modify (interior/ exterior wise). I've added a 94 si moonroof rear windshield wiper 17"" rims slightly lowered 99 si dash modification with all red lighting DC5R steering wheel 99 si OEM CD player and slave tape deck better speakers 99 si head lights fog lights 99-00 civic front bumper power door locks/ power windows and it still gets 55+ mpg with the added weight. This car may take a while to pick up speed but is still fast for a super econo engine. So far have had no problems with engine/tranny. A great commuter car. It's a new experience when one drives a car that's nice to your wallet. I'll never get rid of this car!!!",
1993,11-07-2013,3,-0.471,3.875,The wonderful sohc VTEC engine.  This engine is peppy to this day after 13 years of daily driving.  The manual trans. is also pretty sweet very slick good feel.  The seats are alittle stiff but very well shaped and comfy.  This car is quite fun to drive even after 9 years of ownership.,
1993,11-03-2014,3,0,4, I bought my Honda Civic Si in 97' for $6200. I have done some basic performance modifications on it but little to the engine itself. I have had nearly zero problems with this car. My distributor bearing went out in 2001 (cost me approx. $220 to fix myself) and then my ignition coil failed 5/06 (cost me less than $100 to fix myself). This car still gets about  38 mpg on the highway and about 34 mpg in the city. The mpg averages 36-37 even after hitting 260000 miles!! Yes 260000!! This car's little sohs vtec engine is an engineering marvel.  My only complaint is on the body. Nearly every fifth generation Civic (EG) has rust on the rear wheel well. This car has paid for itself 10 times over,
1993,28-03-2002,4,0,5,with 162000 mi. It runs perfectly and ,
1993,20-06-2009,4,0,4.625,Rust behind rear wheels tend to be very common on these cars.,
1994,17-12-2012,1,0.9609,4.625,Power windows Power locks great stereo fuel efficient cold ac cheap repairs and maintenance. Just overall a great car. I wash it about once a month and paint still is immaculate and just all around an amazing car.,
1994,15-02-2012,3,0.9413,4.875,Cant think of anything that could be better... never have had problems or anything so i love it the way it is!,
1994,30-07-2012,3,0.6808,4.875, I love my honda i have had it for 6 years and it now has over 465k miles and only have had to do routine maintenance,
1994,01-07-2009,4,0.8367,5, I have had the car for 21years and had little trouble with it. I take good care of it It gets waxed at least once a year. I bought it new for 20100.00,
1994,20-09-2015,4,0.6369,4,and minor things never had a problem. Still runs and drives great has ice cold ac and still shifts and runs just like it did when i got it 6 years ago. I love taking it to the mountains and taking it camping and it has just always been a great family car. I will never trade it in no matter what... i will drive the car till it dies then just install another motor once it does die i always recommend Honda! I love my Honda! ,
1997,11-03-2010,1,0.6249,4.5, I got this car for my 16th birthday three years ago with 88k miles and nearly 30k miles later it's still running great. Had to have the axle replaced a while back for a cost of $800 but that's really been the only problem I've had. Gas mileage is decent but could be a little better. Acceleration can be a tad sluggish but overall okay for a 4 cyl. Couldn't have asked for a better first car.,
1997,19-03-2013,1,0.6908,2.875,Slow acceleration especially up hills gas mileage is not exceptional. The gas gauge isn't steadymaking it hard to tell exactly how much gas you have.,
1997,18-03-2016,1,0.0762,5, This was my first car. I bought it when I was 16 and kept for 9 years and simply needed a change. This is a car for anyone be it your first car a project car or a commuter car. By no means was the car fast but it took corners like it was on rails and it was very lively; especially compared to V6/V8 Toyota/Lexus that my parents own. My only grip was the placement of the cup holders. To access them you would have to open a flap which in turn covered the slot to the CD/tape player. Great car to blast around a track and the best part was I still got solid gas mileage regardless of how aggressively I drove. Very easy/cheap to repair own and soup up. Very sad that Honda doesn't make their cars like this anymore.,
1997,21-03-2016,1,0.5605,5,Sunroof controls to the left of the steering wheel solid build quality sporty feel great sound system quality.,
1997,30-05-2004,2,0.6433,4.75,I enjoyed everything about this car.This car was fun to drive and great on gas.Over the years I had this car never never had to put more than $150 for repairs. Yes i did get breaks but that normal other than that is was a wonderful car. Great Job Honda,
1997,14-01-2007,2,0.9517,5, I bought this car as my first car from a private seller for $1400 with 146K on it only 3 months ago. When I first bought it it needed a new oil distributor and radiator. I replaced them both thinking I had gotten away with an awesome deal. Then one of my tires went flat spent a pretty penny on that too. Shortly after on a long trip to my favorite state park the transmission gives out in the middle of the road when I was almost at my destination. I had invested too much money on repairing this car for it not to last and I would never buy it used again. For the short while it lasted though gas mileage was AMAZING.,
1997,18-05-2010,2,0.9416,5, I think buying a honda you will never go wrong. I bought mine in 1998 and trade it in 2005 just because i wanted something bigger living in the north. I wish I would have kept my civic ex,
1997,12-12-2005,4,0,4.75,couldn't be happier. No reliability ,
1997,11-10-2009,4,0.3182,4.5, I've had mine since 3300 miles and ,
1997,09-04-2010,4,0.9607,4.625,There is nothing i can say for improvements for the car,
2003,11-12-2006,1,0.8834,4.75,OEM tires were swishy.  Uncharacteristic need to replace EGR valve.,
2003,09-01-2007,1,0.501,5,I wish the car had more storage space behind the third row seat! Ceiling heat/AC vents would be great for the second and third row occupants (like the Odessey has). Make a hybrid or improve MPG please.,
2003,16-01-2007,1,0.8968,3.875,The midsize of this SUV!  It is big enough to handle most of our needs but not as big as the huge SUVs (Chevy Suburbans GMC Yukons Ford Expeditions etc.) that are seen often being driven by a parent with 1-2 kids. ,
2003,18-01-2010,1,0.6486,4.75," We bought our 2003 Honda new and have close to 200000 miles on the car.  It is still going strong and we've had no problems. We have done all of the recommended maintenance as outlined in the Honda owners manual (oil changes brakes engine tune ups etc.) The car has been great in the snow and with good tire tread(all season radials) we have had NO problems thus far.  Reliability has been exceptional.  The interior has held up fairly well after the wear and tear of three kids.  Our oldest child is now driving and this car will probably be driven ""into the ground"" by her.  Our experience has been so good that we are looking at the 2010 Pilot! Overall we're happy with our Honda Pilot!",
2003,05-07-2011,1,0.4767,2,rides as smooth as it did when first purchased.,
2003,27-07-2010,2,-0.4263,4.625,Safety Exterior Look Seating Capacity Spacious interior Excellent a/c and heating. Just about everything is perfect. ,
2003,27-08-2010,2,0.5562,4, Bought certified pre-owned in 2005 with 30K miles. Bought extended warranty. Paid off last month and warranty ran out 8-9-2010 trans failed 8-23-2010. No help from warranty but Honda paid 25%. Picked up today and drove 1/4 mile and it made a grinding noise with ABS and VTM lights coming on. Waiting on Monday. All dealer service since purchased.,
2003,14-09-2010,2,0.3833,5,gas mileage for the size size pockets for everything ability to drive in snow third row seating charger inside center console,
2003,05-07-2010,3,0.3382,4.875, I live in the mountains of NC. The roads are very dangerous here esp. in the winter. I test drove my Pilot in a snow storm and bought it for its size and great gas mileage. i Never got stuck in the snow. and i drove this past winter for an hour from boone to beech mountain Everyday. nothing and i mean nothing ever went wrong in the car. the only things i spent money on were literally break pads and a few oil changes. it was at 125k when i recently hit a deer going 70mph and its now totaled and im now heartbroken. there seems to be something seriously wrong with every SUV i consider to replace my pilot with. i loved luxury cars but now im feeling more sensible... and a grille guard is ness,
2003,01-10-2010,3,0.7269,4.625,None! The Pilot does everything an SUV needs to do and does it well. ,
2003,13-10-2010,3,0,3.625, My husband bought me a 2003 Honda Pilot EXL for Mother's day. We had just had a baby and I was driving a 2002 Mustang and needed something I felt would be safer. We had no major problems. The engine mounts had to be replaced and the transmission was beginning to act a little squirrelly. However my husband wrecked it before we were able to get the transmission checked out. He fell asleep behind the wheel on the way home from work (oil field) and went off into a steep ditch hitting a concrete embankment which caused the Pilot to roll twice landing upside down when finished. My husband was not buckled and ended up in the back by the cargo door. He WALKED away with NO INJURIES. Thank you Honda!,
2003,05-08-2011,3,0.5719,4.875,Hans my daughter named it the ultimate compliment;,
2003,06-02-2014,3,0,5,It would be nice to buy a new car but just can't let go of it to see how far it'll go!,
2003,01-05-2014,3,0.8807,5, My wife always liked her pilot better than my RX300. Both are 2003. I traded my lexus after 10 years ln 2013 for a Camry Hybrid as we no longer need 2 SUV's in the family and she didn't want to give up her Pilot. We have spent little or no additional money on the car and it now has 111000 miles and going strong. I have to say this car is a good buy. She still doesn't want to trade it but we've been looking for new car that has an automatic lift gate for her. Maybe now?,
2003,22-10-2015,3,0,5,After 200000 miles in ten reliable years I must say that it has been a pleasure owning it.,
2003,04-01-2007,4,0.906,4.5, Great family vehicle.  Comfortable ride and handling (after replacing OEM tires).  Good ergonomics for a big man.        ,
2003,09-06-2010,4,-0.2263,4.625,None at the moment.,
2003,18-10-2010,4,0,3.875,Quit experimenting with cars and stick with motorcycles.,
2003,23-09-2012,4,0.5466,4.5,We've had this car for 11 years now. Lots of room. Great turning radius. Decent gas mileage. leather heated seats. Never fails to start and go. Easy to drive with better than most visability. Long lasting. No problems. Bought it at Malkoon Motors. Good place to buy a used car.,
2003,29-05-2014,4,0.3182,4.5, I brought home my first born from the hospital in my new Honda Pilot.,
2004,01-01-2007,1,0.604,5, My Honda pilot has never let me down it's good in the rain in the snow gets me were ever I have to go .  It's very comfortable and wants to cruise control is set on the open road I have to do very little except for stay awake and steer .  Honda has been very good at doing all the recalls and their service is excellent .,
2004,16-06-2010,1,0.4404,3.75, Very happy with the pilot have owned it for 6 months we have had a strange noise coming from under the vehicle almost sounds like the cooling fans just take off at a very high speed and stop. And the suspension has a issue with hopping sometimes. Have brought back to the dealership 3 times and the truck won't make the noise nor will it act up at all. Thinking about asking for them to take the truck back if they can not find the problem. We really like this vehicle its a good solid SUV.,
2004,05-10-2010,1,0.9746,4.875,Comfy ride especially on long trips convenient center console storage,
2004,21-08-2012,1,0,4.5,So far it has been fantastic!,
2004,09-01-2013,1,0.8805,4.125,The room in the interior and the comfort its a heavy SUV so you get a nice ride and we pull a pop up camper and there is no problems.,
2004,16-08-2016,1,0.9603,5,Car is underpowered for its size especially when fully loaded with passengers and/or cargo but we handle this aspect by just driving more conservatively. Fuel economy is not great but that's not unexpected for a full size SUV with 4x4 capacity. We really don't' have any complaints beyond this.  We are very happy with it as a family and roadtrip vehicle.  ,
2004,09-12-2006,2,0.1999,4.875,Space handling secure ride reliability functionality steering wheel mounted stereo and cruise controls.,
2004,31-08-2010,2,0.8462,4.5,Provide better training and testing for the mechanics at Honda dealerships. ,
2004,29-09-2012,2,0.6361,4.5,A couple months ago I hit a big Ohio deer and I barely felt it. Me and my family were completely safe which made me very happy I bought this SUV.,
2004,29-04-2015,2,0.9326,4.75, The car has a smooth ride and road noise is minimal on highway. We added a hitch and roof rack and with 6 adults and loaded with cargo the car handles quite nicely except that it is  underpowered especially if it's fully loaded. Acceleration and hill climbs are slower than I would like. This car has a lot of cargo space with room for car seats in 2nd and 3rd rows though access to 3rd row can be a bit challenging for an average adult. 3rd row is best for kids or small adults as legroom is limited. We are happy with this car. Great family or roadtrip vehicle.  It's held its value well and we will be holding on to it for a long time.,
2004,04-04-2016,2,0.34,5, We love our Honda Pilot... We live in Colorado along the I25 corridor and this car is subjected daily to a miserable commute 60 miles daily in all kinds of weather and it has performed beautifully! We have nearly 209000 miles on it and have only had one issue with it the power steering was giving us some issues at about the ten year mark... Honda worked through it even called in the engineers that designed the car and figured out that it was a pinhole leak in the vacuum hose... Honda covered EVERYTHING and we didn't pay a dime... Wonderful support from the dealer and manufacturer!  The car has been driven across country a half dozen times and is so comfortable to drive on the long haul...  I hope to keep it for another ten years!  Just get the oil changed religiously and do the maintenance and Hondas will last forever! My first Honda was a 1988 Civic with a manual transmission and I drove that for 250000 miles...,
2004,06-11-2006,3,0,2, Researched and test drove the 2003 but waited for the 2004 in hope of Honda removing any bugs. At 19000 miles the radiator had to be replaced due to a split seam. At 20186 the ECT sensor was replaced. At 20300 the thermostat was replaced. At  22495 the fuel pump/filter assembly was replaced. At 23500 the PCM was replaced. The the fuel injectors were replaced during same service visit. The vehicle is in the dealership (not the one purchased from) having the head gaskets replaced. This is the seventh trip to the same dealership to repair the check engine light and VTM- 4 light on. We have the technology to put a man on the moon and safely return him but I can't get my car fixed.,
2004,18-01-2012,3,0.5983,5,It has nice power and runs very well.,
2004,17-02-2012,3,0.92,4.5,  I bought this car with over a 100K on it and have had it for about a year.,
2004,05-04-2016,3,0.9678,5,We like the roominess for passengers and the cargo space available when 3rd row is down. 3rd row seating is nice and it even has cupholders and good visibility out of rear side windows.  Legroom in 3rd row is okay for small adults but 2nd row is quite comfortable for an 3 average or larger adults or 3 car seats. Car handles highway drives very well. Seats are comfortable for long trips and ride is smooth. Car has held up quite well over our 4 year ownership term. We also use it for camping trips and have had no issue with trekking over rocky muddy or dirty roads. Highly recommend!,
2004,03-03-2008,4,0,4.5,Better brake rotors and better fuel economy.,
2004,31-10-2010,4,-0.6256,4.25, Bought new still running great at over 90K.  Comfortable and non-fatiguing--I've driven dozens of 1000+ mile trips in it most in 1 shot.  I love the storage space between the front seats--still haven't seen another SUV like it. Brakes started pulsing at 45K machining helps only temporarily. Cannot get EPA gas mileage.  I like at new SUVs and just don't see anything I'd like better so I'll just keep this one as long as it's reliable. ,
2004,28-10-2011,4,0.7003,4.625, What's not to like? Never thought I'd own an SUV. Pilot gives better mileage than my Subaru. Reliability can't compare. Changed tires at 60k brakes at 90k brake light bulb headlamps now at 104k miles.,
2004,05-01-2012,4,0.1689,3.625,none from mejust hope they can find the problems that we are experiencing.,
2004,26-04-2015,4,0.8012,4.125, Last winter I could not get my Odyssey up my long driveway in the snow with this it's a breeze.,
2005,24-07-2006,1,-0.7779,4.875,Styling smooth ride at highway speed.,
2005,24-07-2009,1,0.9244,3.625,Steering Wheel Controls 6 CD Changer Decent Gas Mileage (for a vehicle of its size) Safety Enough room for family and friends! Handles great in the crazy New England weather! Great Air Condition and Heat ! Climate controls work very quickly! ,
2005,05-10-2010,1,0.6808,5, Had nothing to say but good things I think it looks way and much better than the new one.,
2005,13-10-2010,1,0,1.5, After out 2010 Chrysler Town & Country was totaled we found this beauty on the lot. It's pretty to look at the paint on this thing is AMAZING. We like that the outside looks small but there's 8 seats. It's really fun and smooth to drive too. Just wish that you could get DVD entertainment along with Navigation at the same time not sure why that wasn't possible.,
2005,19-10-2015,1,0,4,The Pilot has been a great car overall.,
2005,28-06-2008,2,0.4404,4.75,We have not had any major issues and only do the Honda recommended maintenance.,
2005,16-07-2009,2,0.6697,4.875,Big comfortable and efficient.,
2005,12-01-2012,2,0.9309,4,Car Alarm isn't sensitive enough. A neighbors son broke the back window with a rock and the alarm didn't trigger. Can't put back windows down if doing over 25 horrible noise! ,
2005,20-08-2012,2,0.866,4.875, We bought our Pilot used in 2009 and now even at 187000 miles it still drives just as good.,
2005,31-01-2016,2,0.8271,5,power leather seats,
2005,31-03-2005,3,0,2.25, My wife and I purchased our frist new car a 2004 Honda Pilot.  At 19k miles we had to have the block replaced due to a cracked block being installed at the factory.  Now Honda America is giving us the run around on the warranty...beware!,
2005,15-04-2008,3,-0.8858,5, Purchased this Honda because it carries up to 8 people we didn't want a bigger SUV.  The battery died in the first year while on a trip had to replace it.  The rear latch for the hatch has fallen off three times and I have had to screw it back on.  Makes a loud noise when driving at highway speed with windows down.  Now at 63000 miles we have a broken motor mount.  None of these items are serious but I expected more from Honda especially for the money we paid (we purchased the top model of the Pilot).  The gas mileage also isn't very good for a 6 cylinder.,
2005,20-08-2010,3,-0.5707,4.875, Two areas of concern: poor sound system (need to fiddle fiddle fiddle with dials when switching from talk to music) and tailgate height when open. Other than those it is a strong value. Very capable in icy snowy conditions.  ,
2005,13-10-2010,3,0.4404,1.5, The car is great. Except the All wheel drive maintenance!  I change the engine oil every 3K but the differential HAS to be changed every 5K  (6K).  This is pricey at every other oil change. Other than that I would probably buy another one in 12 years.  I also found and replaced the air filter with a cold air intake.  A little bit better gas mileage and bit better performance off the line.,
